bigram,frequency,probability
hr,195173,0.0030053585009440008
ht,191458,0.0029481533197406227
os,190238,0.0029293672306240355
ag,189221,0.0029137070235489785
lu,188166,0.0028974616759932415
eg,187997,0.002894859340697583
um,185825,0.0028614139426965768
lo,184828,0.0028460617042955624
rg,179270,0.0027604772097791757
ab,177494,0.0027331295915242093
wa,176114,0.002711879753015283
gr,176076,0.0027112946125346024
tz,175245,0.00269849851412814
pa,170652,0.0026277735081342997
rk,169512,0.002610219293713882
kt,167256,0.0025754804272818976
rb,166540,0.002564455148751179
hl,165345,0.002546054020477145
lt,165295,0.002545284098792039
eb,164985,0.0025405105843443816
nk,164609,0.0025347207732723843
ec,164045,0.002526036056664388
ga,161208,0.0024823507002514717
ah,155979,0.0024018322904230827
om,155117,0.0023885588405718546
fa,155059,0.002387665731417132
th,151819,0.0023377748062222608
ot,151340,0.0023303989564789447
rm,149436,0.002301080338710107
ed,149372,0.002300094838953171
ad,148534,0.0022871909515107943
ls,148461,0.0022860668658505395
ut,147849,0.0022766430244248416
nn,147583,0.0022725470410600774
bi,146176,0.0022508814448411935
da,146084,0.0022494647889405987
no,144873,0.00223081728572733
ik,143974,0.0022169740938291238
eu,143897,0.0022157884144340606
ia,143114,0.0022037314408453
mo,141362,0.0021767533849991845
sk,141043,0.002171841284648208
po,141038,0.0021717642924796977
eh,140573,0.0021646040208082116
ul,138271,0.0021291568264259295
wi,136511,0.002102055583110197
br,135538,0.0020870729071180336
nz,134176,0.0020661002404157454
ft,132495,0.0020402154733624805
hu,130700,0.002012575284867174
ir,130367,0.0020074476064443677
ld,129435,0.001993096266233991
so,126423,0.0019467161839232037
rd,124249,0.0019132399890547933
hn,124201,0.0019125008642370915
id,123098,0.0018955163918636525
mm,122783,0.0018906658852474844
im,120582,0.0018567739326691168
zi,120578,0.0018567123389343083
pi,120560,0.00185643516712767
ek,120401,0.001853986816169033
ku,119469,0.0018396354759586564
kr,116443,0.0017930398155760392
af,116275,0.001790452878714083
uf,114922,0.0017696187979151137
uc,113355,0.0017454894523038905
do,112440,0.0017313998854664502
fl,112174,0.001727303902101686
nb,111319,0.0017141382412863729
du,111108,0.0017108891717752253
gi,111104,0.0017108275780404168
bo,110810,0.0017063004385319935
op,110086,0.001695151972531658
ak,109641,0.0016882996695342144
bu,108302,0.0016676811668070747
ki,106873,0.0016456768050467443
ff,105913,0.0016308943086927085
fi,104342,0.0016067033693466768
vi,104189,0.0016043474089902524
su,103972,0.0016010059488768922
rf,103595,0.0015952007393711927
ue,100259,0.001543831564540918
gu,99818,0.0015370408552782828
mu,97776,0.0015055972536585523
od,97693,0.0015043191836612763
mp,97259,0.001497636263434556
fr,97140,0.0014958038498240037
ef,95177,0.0014655767244667406
fo,94578,0.0014563530626791703
sb,94401,0.0014536275399138951
og,94010,0.0014476067523363659
oc,93554,0.0014405850665681987
ai,92410,0.0014229692584129727
rr,91842,0.0014142229480701683
pf,90786,0.0013979622020807287
ug,90418,0.0013922955784783483
ap,90367,0.0013915102583595402
nu,90261,0.0013898780243871154
hs,89607,0.0013798074487459285
if,89005,0.0013705375916572519
nf,88736,0.0013663954129913814
kl,88122,0.0013569407746982793
dr,87921,0.001353845689524153
vo,87868,0.0013530295725379406
ca,85697,0.0013195995729706365
sh,85578,0.0013177671593600842
co,85481,0.0013162735112909785
zu,85304,0.0013135479885257031
bl,84018,0.0012937456027847759
ds,81180,0.0012500448479381575
ob,80720,0.0012429615684351818
pl,79164,0.0012190016055946822
lb,79002,0.0012165070593349386
ea,78959,0.0012158449266857474
rl,78853,0.0012142126927133226
än,78703,0.0012119029276580044
of,78695,0.0012117797401883874
gl,77748,0.0011971974234724792
ee,77336,0.0011908532687872056
pp,76543,0.0011786423108614238
ew,76186,0.0011731450700297667
va,74880,0.001153034715614797
rz,74529,0.0011476298653853528
ou,74465,0.001146644365628417
ph,73990,0.0011393301096199098
nh,73325,0.0011290901512079994
sm,72116,0.0011104734448621355
ep,70669,0.0010881919112951668
sg,70147,0.0010801539289026598
ub,70100,0.0010794302025186602
up,69780,0.0010745027037339816
ks,69589,0.0010715616028968765
rä,68705,0.0010579493875042018
tä,67886,0.001045338070302165
rh,66172,0.0010189451549367302
iv,65732,0.001012169844107797
rc,65724,0.00101204665663818
ms,65430,0.0010075195171297567
rü,63829,0.0009828666247726613
ät,63032,0.0009705940731120712
go,62088,0.0009560579516972692
rp,60584,0.0009328987074092797
hm,60445,0.0009307583251246849
bs,60423,0.0009304195595832383
ow,60312,0.0009287103334423029
hw,58734,0.0009044116050603565
ib,58012,0.0008932939359274254
pu,57697,0.0008884434293112573
nl,57686,0.000888274046540534
sf,57482,0.0008851327660653013
ja,57361,0.0008832695555873448
lk,57009,0.0008778493069241983
tl,56990,0.0008775567366838579
oh,56841,0.000875262370062242
ud,56438,0.0008690568012802873
qu,56057,0.0008631899980397794
fu,55907,0.0008608802329844613
lä,55642,0.0008567996480533993
sl,55599,0.0008561375154042081
rw,55498,0.0008545822736002939
za,54875,0.0008449890494038727
lm,54400,0.0008376747933953654
ce,54050,0.0008322853415996231
ys,53406,0.0008223687502954575
uk,53368,0.0008217836098147769
ov,52373,0.0008064621682811668
hä,51656,0.0007954214913167462
fs,51539,0.0007936198745735981
mb,51409,0.0007916180781923224
lf,50949,0.0007845347986893469
iz,50282,0.0007742640434100324
sv,50252,0.0007738020903989688
ok,49855,0.0007676889122192269
ip,48543,0.0007474861672020445
är,48527,0.0007472397922628106
äu,48401,0.0007452995896163434
pt,47659,0.0007338739518093698
nr,47437,0.0007304554995274991
üc,47436,0.0007304401010937969
wo,47083,0.0007250044539969483
ex,47050,0.0007244963056847783
sr,46249,0.0007121621602893797
ev,46016,0.0007085743252367855
nc,45796,0.000705186669822319
ez,45455,0.0006999358039298959
sz,45438,0.0006996740305569598
ße,45193,0.0006959014142999402
ua,45166,0.0006954856565899829
nw,44992,0.000692806329125814
tb,44944,0.0006920672043081122
iu,44407,0.0006837982454100733
sw,44143,0.0006797330589127135
üh,44107,0.0006791787152994372
sy,44102,0.0006791017231309265
ci,43805,0.0006745283883213967
ör,43646,0.0006720800373627595
lg,43206,0.0006653047265338264
rv,42637,0.0006565430177573198
lz,42591,0.0006558346898070223
je,42534,0.0006549569790860013
av,42316,0.000651600120538939
aa,42168,0.0006493211523510251
ae,40706,0.0006268086422785247
nv,40686,0.0006265006736044823
oo,39950,0.0006151674263997214
np,39860,0.0006137815673665306
dl,39547,0.0006089618576177668
gn,39417,0.0006069600612364912
eo,39097,0.0006020325624518125
nm,37513,0.0005776414434676534
tw,36702,0.0005651533137352335
dt,36405,0.0005605799789257036
ui,36010,0.000554497597613366
ün,35822,0.0005516026920773673
tg,35527,0.0005470601541352417
hy,35040,0.0005395611169223089
sd,35023,0.0005392993435493729
ln,34519,0.000531538532963504
hö,34373,0.0005292903616429944
ür,34250,0.0005273963542976335
oi,33742,0.0005195739499769562
zw,33403,0.0005143538809519373
üb,33318,0.000513045014087257
lp,32575,0.0005016039778465814
az,32456,0.0004997715642360291
ly,31837,0.0004902399337744164
ya,31710,0.000488284332694247
aß,31480,0.00048474269294275925
tk,31479,0.0004847272945090571
zo,31360,0.0004828948808985048
ju,31089,0.00047872190536523004
äh,30980,0.0004770434760916989
tf,30781,0.0004739791877849769
fü,30616,0.00047143844622412695
mt,30338,0.0004671576816549374
ps,29898,0.0004603823708260043
gk,29649,0.00045654816083417625
ay,29567,0.0004552854892706024
üt,29549,0.0004550083174639642
yl,29146,0.00044880274868200955
oz,28687,0.00044173486761273615
tm,27935,0.0004301552454687414
ty,27235,0.0004193763418772569
tü,27168,0.00041834464681921485
ey,27129,0.00041774410790483215
gh,26307,0.0004050865954016889
lü,26300,0.0004049788063657741
bü,26169,0.0004029616115507963
hk,26108,0.0004020223070949669
cu,25638,0.00039478504325497017
hü,25601,0.0003942153012079917
lv,25466,0.00039213651265820545
äc,25345,0.0003902733021802488
gg,25065,0.00038596174074365504
fä,24933,0.0003839291474949751
ry,24768,0.0003813884059341252
sä,24453,0.00037653789931795716
üs,24448,0.00037646090714944655
rö,24311,0.00037435132173225605
ih,24292,0.00037405875149191576
uh,24210,0.00037279607992834183
yn,23995,0.0003694854166823859
gt,23987,0.0003693622292127689
tn,23778,0.00036614395656902574
oe,23776,0.00036611315970162144
aw,23378,0.00035998458308817745
lh,22962,0.00035357883466809523
tp,22866,0.00035210058503269166
yp,22456,0.00034578722721482217
wä,22395,0.0003448479227589928
mü,22309,0.0003435236574606104
cr,22283,0.0003431232981843553
äg,22171,0.0003413986736097178
äl,22134,0.0003408289315627393
tv,21801,0.0003357012531399331
jo,21709,0.000334284597239338
uz,21400,0.0003295264812253827
ny,21339,0.00032858717676955334
sn,21194,0.0003263544038827459
kn,21181,0.0003261542242446183
äs,21088,0.00032472216991032105
wu,20788,0.00032010263979968486
mä,20698,0.00031871678076649397
hb,20535,0.00031620683607304833
xi,20454,0.0003149595629431765
db,20169,0.00031057100933807214
cl,20114,0.0003097240954844555
lö,19931,0.0003069061821169674
dh,19611,0.0003019786833322888
bä,19420,0.00029903758249518375
lr,19257,0.00029652763780173806
öl,19150,0.00029488000539561117
lc,19118,0.0002943872555171433
dn,18880,0.0002907224282960386
lw,18778,0.00028915178805842225
kö,18628,0.0002868420230031042
ym,18558,0.0002857641326439557
kh,18474,0.0002844706642129776
aj,18381,0.0002830386098786804
kü,18107,0.0002788194390442993
oa,17998,0.00027714100977076813
oj,17887,0.00027543178362983276
zs,17432,0.00026842549629536785
ül,17417,0.00026819451978983604
ye,17245,0.00026554598919307127
zt,17240,0.00026546899702456066
ös,17195,0.00026477606750796524
yr,17075,0.00026292825546371073
üg,16760,0.00025807774884754273
uß,16671,0.00025670728824805396
bb,16651,0.00025639931957401155
ml,16554,0.00025490567150490587
äf,16514,0.00025428973415682105
dw,16160,0.0002488386886262703
ws,16156,0.0002487770948914618
ct,16100,0.00024791478260414307
ön,15971,0.00024592838465656953
kk,15741,0.00024238674490508174
öh,15698,0.00024172461225589056
oß,15593,0.0002401077767171679
dg,15550,0.00023944564406797668
yt,15323,0.0002359501996175953
ky,15155,0.00023336326275563902
hg,15092,0.00023239316143240543
ox,14966,0.00023045295878593823
dd,14959,0.00023034516975002335
ij,14908,0.0002295598496312152
zb,14746,0.00022706530337147167
ii,14730,0.00022681892843223774
äd,14649,0.00022557165530236596
zk,14282,0.00021992043013368767
yc,14157,0.00021799562592092258
nä,14084,0.00021687154026066776
bt,13875,0.00021365326761692453
gm,13873,0.0002136224707495203
äm,13764,0.00021194404147598914
cz,13717,0.00021122031509198947
gb,13700,0.00021095854171905343
zy,13452,0.0002071397301609275
cc,13434,0.00020686255835428933
tc,12955,0.00019948670861097352
dm,12945,0.0001993327242739523
sü,12941,0.0001992711305391438
xt,12891,0.00019850120885403779
fö,12871,0.00019819324017999538
ax,12856,0.00019796226367446357
kä,12712,0.00019574488922135817
mö,12696,0.00019549851428212424
df,12666,0.00019503656127106063
gä,12650,0.0001947901863318267
yo,12639,0.00019462080356110338
ji,12590,0.00019386628030969945
fb,12378,0.00019060181236484988
nj,12332,0.00018989348441455231
uo,12303,0.00018944692983719082
km,12110,0.00018647503213268152
hf,12086,0.00018610546972383063
yd,12083,0.00018605927442272427
dk,11971,0.00018433464984808675
zz,11917,0.00018350313442817224
iß,11904,0.00018330295479004468
fg,11488,0.00017689720636996246
xe,11301,0.0001740176992676659
td,11147,0.0001716463404775393
uw,11107,0.00017103040312945448
my,11099,0.00017090721565983752
xp,10987,0.0001691825910852
dy,10940,0.0001684588647012003
tö,10889,0.00016767354458239217
hh,10820,0.00016661105265694583
zg,10773,0.00016588732627294617
mk,10757,0.00016564095133371224
mf,10555,0.00016253046772588385
kb,10340,0.0001592198044799279
bh,10251,0.00015784934388043918
zl,10249,0.00015781854701303494
mn,10203,0.00015711021906273737
mg,9900,0.00015244449365099482
ao,9892,0.00015232130618137785
iw,9832,0.0001513974001592506
fn,9827,0.00015132040799074
zh,9770,0.00015044269726971913
eß,9691,0.0001492262210072516
bw,9644,0.00014850249462325192
bg,9605,0.0001479019557088692
md,9558,0.00014717822932486954
oy,9443,0.00014540740944912566
uv,9391,0.00014460669089661537
ej,9378,0.0001444065112584878
ög,9361,0.00014414473788555175
cy,9348,0.0001439445582474242
gy,9292,0.00014308224596010544
ix,9211,0.00014183497283023366
gw,9184,0.0001414192151202764
öf,9181,0.00014137301981917004
gü,9171,0.00014121903548214884
vs,9131,0.000140603098134064
kw,9043,0.00013924803596827737
by,9028,0.00013901705946274556
üf,9024,0.00013895546572793708
yk,9000,0.0001385859033190862
mw,8934,0.00013756960669474624
üd,8814,0.00013572179465049175
wü,8800,0.00013550621657866204
zü,8777,0.00013515205260351327
dv,8716,0.00013421274814768392
zm,8652,0.00013322724839074819
öt,8647,0.00013315025622223758
dz,8517,0.0001311484598409619
fk,8445,0.0001300397726144092
dp,8426,0.0001297472023740689
gd,8390,0.00012919285876079257
gf,8313,0.00012800717936572927
bf,8303,0.00012785319502870806
bn,8276,0.0001274374373187508
kg,8185,0.00012603617985185782
kf,8064,0.00012417296937390122
öc,7960,0.00012257153226888067
uu,7913,0.000121847805884881
iy,7852,0.00012090850142905164
mr,7844,0.00012078531395943468
lj,7842,0.00012075451709203044
hp,7808,0.00012023097034615833
zf,7691,0.00011842935360301021
zp,7614,0.00011724367420794692
rj,7585,0.00011679711963058541
eq,7559,0.00011639676035433028
hd,7518,0.00011576542457254333
gz,7466,0.00011496470602003305
dü,7413,0.00011414858903382065
hv,7410,0.00011410239373271429
xa,7400,0.00011394840939569309
py,7394,0.00011385601879348036
yb,7229,0.00011131527723263045
nü,7157,0.00011020659000607776
fm,7079,0.00010900551217731235
sj,7077,0.00010897471530990811
cs,7047,0.00010851276229884448
ux,7021,0.00010811240302258935
dä,7007,0.00010789682495075965
pä,6986,0.00010757345784301512
mh,6974,0.00010738867663858968
kp,6886,0.00010603361447280305
öp,6746,0.00010387783375450616
mc,6745,0.00010386243532080404
bö,6744,0.00010384703688710192
ßb,6671,0.00010272295122684711
kz,6565,0.00010109071725442231
fw,6539,0.00010069035797816718
gp,6497,0.00010004362376267811
vr,6399,9.853457725987028e-05
bj,6380,9.824200701952999e-05
yu,6333,9.751828063553031e-05
kv,6267,9.650198401119035e-05
yi,6257,9.634799967416915e-05
yg,6106,9.402283618514892e-05
wö,6087,9.373026594480863e-05
iq,6078,9.359168004148954e-05
üm,6037,9.296034425970259e-05
hz,6022,9.272936775417078e-05
bd,6004,9.245219594753262e-05
dj,5929,9.129731341987355e-05
öd,5928,9.128191498617143e-05
aq,5891,9.071217293919298e-05
vu,5887,9.06505792043845e-05
tj,5816,8.955729041153392e-05
fz,5797,8.926472017119363e-05
zv,5726,8.817143137834306e-05
zn,5702,8.780186896949216e-05
zr,5688,8.758629089766247e-05
öß,5641,8.68625645136628e-05
zä,5629,8.667778330923735e-05
äß,5586,8.601565066004616e-05
dc,5545,8.538431487825922e-05
bk,5535,8.523033054123801e-05
jä,5207,8.017964428694242e-05
wn,5134,7.905555862668761e-05
zd,5056,7.785448079792219e-05
sq,5044,7.766969959349674e-05
fh,4996,7.693057477579495e-05
öm,4975,7.660720766805042e-05
wy,4968,7.649941863213558e-05
mv,4962,7.640702802992285e-05
fp,4810,7.40664661072005e-05
nö,4738,7.295777888064782e-05
gö,4682,7.209546659332906e-05
bm,4507,6.940074069545794e-05
äb,4467,6.878480334737312e-05
uj,4450,6.852302997443706e-05
wk,4438,6.833824877001161e-05
gv,4398,6.772231142192678e-05
uy,4361,6.715256937494832e-05
bz,4313,6.641344455724653e-05
xy,4213,6.487360118703445e-05
dö,4204,6.473501528371537e-05
mz,4196,6.46118278140984e-05
nq,4192,6.455023407928992e-05
sö,4172,6.424226540524752e-05
ßs,4108,6.325676564831178e-05
ßi,3987,6.139355517035518e-05
kd,3930,6.05158444493343e-05
vö,3912,6.023867264269613e-05
xo,3848,5.9253172885760405e-05
fv,3740,5.759014204593137e-05
vl,3651,5.621968144644263e-05
wr,3612,5.561914253205992e-05
rq,3568,5.4941611449166616e-05
ök,3468,5.340176807895454e-05
ßn,3388,5.216989338278489e-05
öb,3232,4.976773772525406e-05
qa,3204,4.933658158159468e-05
xu,3146,4.844347242687168e-05
fj,3135,4.8274089656148356e-05
fd,3123,4.808930845172291e-05
wh,2936,4.520980134942634e-05
bc,2925,4.504041857870301e-05
zc,2841,4.374695014772487e-05
js,2821,4.343898147368246e-05
ßl,2788,4.2930833161512475e-05
pn,2762,4.253047388525734e-05
pk,2730,4.2037724006789475e-05
wl,2690,4.142178665870465e-05
ßg,2686,4.136019292389617e-05
ßt,2676,4.120620858687496e-05
hc,2606,4.012831822772651e-05
vn,2541,3.912742003708867e-05
üß,2536,3.9050427868578066e-05
ßw,2488,3.831130305087627e-05
kc,2476,3.8126521846450825e-05
jn,2469,3.8018732810535975e-05
bv,2459,3.786474847351477e-05
bp,2447,3.7679967269089325e-05
pc,2439,3.7556779799472354e-05
ßh,2414,3.717181895691934e-05
qi,2391,3.6817654981770565e-05
äp,2385,3.672526437955784e-05
yz,2366,3.643269413921755e-05
ßk,2349,3.617092076628149e-05
üp,2339,3.601693642926029e-05
gj,2322,3.575516305632424e-05
pm,2321,3.573976462262211e-05
hj,2312,3.560117871930303e-05
yf,2309,3.555498341819667e-05
fc,2245,3.4569483661260944e-05
zö,2226,3.427691342092065e-05
pü,2221,3.419992125241005e-05
yh,2183,3.361478077172946e-05
vk,2123,3.269087474960222e-05
ßm,2117,3.25984841473895e-05
jk,2109,3.247529667777253e-05
kj,2095,3.225971860594284e-05
jö,2087,3.213653113632588e-05
vy,2020,3.110483607828379e-05
oq,1977,3.04427034290926e-05
gc,1965,3.025792222466715e-05
pb,1942,2.9903758249518374e-05
yw,1886,2.904144596219962e-05
xx,1878,2.891825849258265e-05
ßf,1851,2.8502500782625392e-05
cn,1824,2.8086743072668133e-05
cm,1822,2.8055946205263892e-05
äk,1817,2.797895403675329e-05
yj,1783,2.7455407290881188e-05
yv,1781,2.7424610423476943e-05
vc,1734,2.670088403947727e-05
öz,1731,2.665468873837091e-05
öv,1715,2.640831379913698e-05
xs,1701,2.619273572730729e-05
pö,1693,2.6069548257690323e-05
ßu,1692,2.6054149823988202e-05
pd,1658,2.55306030781161e-05
wt,1657,2.551520464441398e-05
yy,1651,2.5422814042201257e-05
öw,1639,2.5238032837775808e-05
lq,1630,2.509944693445672e-05
uq,1614,2.485307199522279e-05
cd,1609,2.4776079826712187e-05
mj,1605,2.4714486091903705e-05
vb,1599,2.462209548969098e-05
vä,1565,2.4098548743818877e-05
ßr,1549,2.3852173804584946e-05
xc,1524,2.3467212962031928e-05
iö,1520,2.3405619227223446e-05
vd,1515,2.332862705871284e-05
pg,1500,2.309765055318103e-05
ßa,1492,2.2974463083564066e-05
äi,1461,2.2497111638798325e-05
äo,1453,2.237392416918136e-05
vt,1438,2.2142947663649548e-05
äe,1434,2.2081353928841066e-05
cq,1420,2.1865775857011376e-05
ßp,1401,2.1573205616671084e-05
xk,1381,2.126523694262867e-05
cp,1374,2.1157447906713825e-05
vg,1366,2.1034260437096858e-05
tq,1366,2.1034260437096858e-05
wj,1361,2.0957268268586256e-05
jü,1322,2.0356729354203548e-05
iä,1309,2.0156549716075982e-05
wb,1301,2.0033362246459015e-05
vm,1285,1.9786987307225084e-05
fy,1278,1.9679198271310237e-05
wd,1275,1.9633002970203876e-05
vv,1273,1.9602206102799635e-05
xb,1254,1.9309635862459343e-05
jd,1249,1.9232643693948737e-05
nx,1221,1.880148755028936e-05
vp,1189,1.8308737671821496e-05
wc,1171,1.8031565865183325e-05
pw,1159,1.7846784660757876e-05
cb,1158,1.7831386227055755e-05
pv,1145,1.7631206588928186e-05
xh,1138,1.7523417553013343e-05
äz,1124,1.7307839481183653e-05
cg,1122,1.7277042613779412e-05
jt,1113,1.7138456710460324e-05
ßv,1102,1.6969073939737e-05
cf,1077,1.658411309718398e-05
üe,1053,1.6214550688333083e-05
äv,1045,1.609136321871612e-05
ßd,1032,1.589118358058855e-05
äq,1025,1.5783394544673704e-05
vf,1017,1.566020707505674e-05
cv,1012,1.5583214906546134e-05
xm,1003,1.544462900322705e-05
zj,1001,1.541383213582281e-05
xf,994,1.5306043099907963e-05
xl,980,1.5090465028078275e-05
eü,971,1.4951879124759187e-05
jm,932,1.435134021037648e-05
eä,926,1.4258949608163756e-05
jc,917,1.412036370484467e-05
wg,905,1.3935582500419222e-05
hq,897,1.3812395030802256e-05
ük,894,1.3766199729695895e-05
wm,870,1.3396637320844999e-05
jl,858,1.321185611641955e-05
ää,851,1.3104067080504705e-05
yx,819,1.2611317202036844e-05
rx,809,1.2457332865015636e-05
ww,801,1.233414539539867e-05
jh,785,1.208777045616474e-05
pj,766,1.1795200215824447e-05
pz,757,1.165661431250536e-05
xd,748,1.1518028409186274e-05
lx,724,1.1148466000335378e-05
vh,708,1.0902091061101447e-05
wz,702,1.0809700458888723e-05
wp,701,1.0794302025186602e-05
wf,699,1.0763505157782361e-05
xz,669,1.030155214671874e-05
xv,666,1.0255356845612378e-05
cj,664,1.0224559978208137e-05
jr,651,1.0024380340080568e-05
tx,644,9.916591304165723e-06
xg,641,9.870396003059361e-06
mq,633,9.747208533442396e-06
cw,629,9.685614798633912e-06
qe,624,9.608622630123308e-06
ßz,617,9.500833594208464e-06
qo,615,9.470036726804223e-06
gq,583,8.977286848336361e-06
cx,565,8.700115041698188e-06
vw,551,8.4845369698685e-06
jb,550,8.469138536166378e-06
jp,546,8.407544801357896e-06
äa,539,8.29975576544305e-06
jj,521,8.022583958804877e-06
dq,520,8.007185525102757e-06
xw,508,7.82240432067731e-06
uä,506,7.791607453273067e-06
xr,492,7.576029381443378e-06
vz,486,7.483638779230654e-06
gx,483,7.4374434781242924e-06
üz,479,7.37584974331581e-06
qs,475,7.314256008507326e-06
jv,470,7.237263839996723e-06
zq,467,7.191068538890361e-06
öy,452,6.960092033358551e-06
kq,448,6.898498298550068e-06
ßc,444,6.836904563741585e-06
öö,438,6.744513961528861e-06
jf,436,6.71371709412462e-06
jy,429,6.605928058209775e-06
vj,418,6.436545287486447e-06
dx,401,6.174771914550395e-06
yü,387,5.959193842720706e-06
eö,384,5.912998541614344e-06
jg,384,5.912998541614344e-06
qv,380,5.8514048068058615e-06
xn,378,5.82060793940162e-06
wv,369,5.682022036082534e-06
jz,368,5.6666236023804135e-06
mx,331,5.096881555401948e-06
fq,320,4.9274987846786204e-06
ßo,320,4.9274987846786204e-06
sx,317,4.881303483572258e-06
öe,315,4.8505066161680164e-06
jw,314,4.835108182465896e-06
üv,313,4.8197097487637755e-06
üü,312,4.804311315061654e-06
qq,312,4.804311315061654e-06
qt,305,4.69652227914681e-06
ql,304,4.681123845444689e-06
cä,301,4.634928544338327e-06
rß,298,4.588733243231965e-06
oö,290,4.465545773614999e-06
yö,282,4.342358303998034e-06
kx,277,4.2653661354874305e-06
öi,263,4.049788063657741e-06
nß,258,3.972795895147138e-06
qr,249,3.834209991828051e-06
fx,239,3.6802256548068442e-06
aä,235,3.6186319199983615e-06
bq,225,3.464647582977155e-06
aü,219,3.3722569807644304e-06
px,219,3.3722569807644304e-06
qw,211,3.249069511147465e-06
qm,205,3.156678908934741e-06
cö,197,3.0334914393177757e-06
oä,194,2.9872961382114134e-06
yq,190,2.9257024034029307e-06
lß,190,2.9257024034029307e-06
cü,188,2.8949055359986894e-06
öj,183,2.817913367488086e-06
oü,182,2.802514933785965e-06
üw,181,2.7871165000838445e-06
üy,176,2.710124331573241e-06
äx,174,2.6793274641689996e-06
bx,173,2.663929030466879e-06
öo,170,2.617733729360517e-06
aö,165,2.5407415608499134e-06
qb,158,2.4329525249350685e-06
yä,155,2.3867572238287067e-06
pq,154,2.3713587901265858e-06
qd,151,2.325163489020224e-06
yß,148,2.2789681879138617e-06
äj,142,2.1865775857011377e-06
hx,142,2.1865775857011377e-06
vü,141,2.171179151999017e-06
üi,141,2.171179151999017e-06
iü,138,2.124983850892655e-06
äw,137,2.109585417190534e-06
vx,134,2.063390116084172e-06
qc,133,2.0479916823820515e-06
qy,132,2.0325932486799306e-06
üa,128,1.970999513871448e-06
qp,122,1.878608911658724e-06
uü,122,1.878608911658724e-06
öa,122,1.878608911658724e-06
xj,118,1.8170151768502412e-06
qh,118,1.8170151768502412e-06
ßj,115,1.770819875743879e-06
xq,112,1.724624574637517e-06
qn,106,1.632233972424793e-06
üx,106,1.632233972424793e-06
äy,105,1.6168355387226723e-06
qf,98,1.5090465028078274e-06
wx,88,1.3550621657866205e-06
vq,86,1.3242652983823791e-06
öu,82,1.2626715635738964e-06
uö,82,1.2626715635738964e-06
zx,82,1.2626715635738964e-06
wq,79,1.2164762624675342e-06
öx,79,1.2164762624675342e-06
qg,77,1.1856793950632929e-06
ßä,74,1.1394840939569309e-06
ßq,70,1.0778903591484482e-06
ßü,68,1.0470934917442069e-06
ßö,63,9.701013232336033e-07
jx,56,8.623122873187585e-07
xä,51,7.85320118808155e-07
hß,50,7.699216851060344e-07
üo,49,7.545232514039137e-07
üö,45,6.929295165954309e-07
qx,42,6.467342154890689e-07
qk,39,6.005389143827068e-07
