ID,sentence,start_index,end_index,word,total_native,total_non_native,native_complex,non_native_complex,complex_binary,complex_probabilistic,split,count,synonyms,wikipedia_freq,learners_freq,subtitles_freq,news_freq,syllables,length,vowels,pos
34R0BODSP100FBH34VI0BMDX1BME56,"Thomas Michael Fletcher (17 de julio de 1985, Harrow, Londres), conocido comúnmente como Tom Fletcher, es un músico y compositor británico co-fundador de la banda británica McFly, completada por Danny Jones, Dougie Poynter y Harry Judd.",163,172,británica,10,0,0,0,0,0.0,['británica'],1,0,39531,19,195,433,4,9,4,0
34R0BODSP100FBH34VI0BMDX1BME56,"Thomas Michael Fletcher (17 de julio de 1985, Harrow, Londres), conocido comúnmente como Tom Fletcher, es un músico y compositor británico co-fundador de la banda británica McFly, completada por Danny Jones, Dougie Poynter y Harry Judd.",180,190,completada,10,0,0,0,0,0.0,['completada'],1,0,2467,2,52,17,4,10,4,0
34R0BODSP100FBH34VI0BMDX1BME56,"Thomas Michael Fletcher (17 de julio de 1985, Harrow, Londres), conocido comúnmente como Tom Fletcher, es un músico y compositor británico co-fundador de la banda británica McFly, completada por Danny Jones, Dougie Poynter y Harry Judd.",195,200,danny,10,0,0,0,0,0.0,['Danny'],1,0,6233,9,0,71,1,5,1,6
34R0BODSP100FBH34VI0BMDX1BME56,"Thomas Michael Fletcher (17 de julio de 1985, Harrow, Londres), conocido comúnmente como Tom Fletcher, es un músico y compositor británico co-fundador de la banda británica McFly, completada por Danny Jones, Dougie Poynter y Harry Judd.",201,206,jones,10,0,0,0,0,0.0,['Jones'],1,1,16848,33,0,233,2,5,2,4
34R0BODSP100FBH34VI0BMDX1BME56,"Thomas Michael Fletcher (17 de julio de 1985, Harrow, Londres), conocido comúnmente como Tom Fletcher, es un músico y compositor británico co-fundador de la banda británica McFly, completada por Danny Jones, Dougie Poynter y Harry Judd.",208,214,dougie,10,0,0,0,0,0.0,['Dougie'],1,0,141,0,0,0,2,6,4,6
34R0BODSP100FBH34VI0BMDX1BME56,"Thomas Michael Fletcher (17 de julio de 1985, Harrow, Londres), conocido comúnmente como Tom Fletcher, es un músico y compositor británico co-fundador de la banda británica McFly, completada por Danny Jones, Dougie Poynter y Harry Judd.",215,222,poynter,10,0,0,0,0,0.0,['Poynter'],1,0,70,0,0,3,3,7,2,6
34R0BODSP100FBH34VI0BMDX1BME56,"Thomas Michael Fletcher (17 de julio de 1985, Harrow, Londres), conocido comúnmente como Tom Fletcher, es un músico y compositor británico co-fundador de la banda británica McFly, completada por Danny Jones, Dougie Poynter y Harry Judd.",225,230,harry,10,0,0,0,0,0.0,['Harry'],1,0,15275,184,0,234,2,5,1,6
34R0BODSP100FBH34VI0BMDX1BME56,"Thomas Michael Fletcher (17 de julio de 1985, Harrow, Londres), conocido comúnmente como Tom Fletcher, es un músico y compositor británico co-fundador de la banda británica McFly, completada por Danny Jones, Dougie Poynter y Harry Judd.",231,235,judd,10,0,0,0,0,0.0,['Judd'],1,0,657,0,0,10,2,4,1,6
34R0BODSP100FBH34VI0BMDX1BME56,"Tom Fletcher nació en Harrow, Londres, en una familia de clase obrera.",13,18,nació,10,0,0,0,0,0.0,['nació'],1,0,112836,163,1107,899,2,5,3,7
34R0BODSP100FBH34VI0BMDX1BME56,"Tom Fletcher nació en Harrow, Londres, en una familia de clase obrera.",46,53,familia,10,0,0,0,0,0.0,['familia'],1,6,351926,2252,17827,7343,3,7,4,6
34R0BODSP100FBH34VI0BMDX1BME56,"Tom Fletcher nació en Harrow, Londres, en una familia de clase obrera.",57,62,clase,10,0,0,0,0,0.0,['clase'],1,11,71805,3595,11591,1599,2,5,2,7
34R0BODSP100FBH34VI0BMDX1BME56,"Tom Fletcher nació en Harrow, Londres, en una familia de clase obrera.",63,69,obrera,10,0,1,0,1,0.1,['obrera'],1,0,5614,3,36,73,2,6,3,2
34R0BODSP100FBH34VI0BMDX1BME56,"Hijo de Bob y Debbie Fletcher y con una hermana menor, Carrie Hope Fletcher, siempre se sintió atraído por la música desde una edad temprana, puesto que su padre tocaba en varias bandas locales.",0,4,hijo,10,0,0,0,0,0.0,['Hijo'],1,4,171034,868,28291,3123,2,4,2,6
34R0BODSP100FBH34VI0BMDX1BME56,"Hijo de Bob y Debbie Fletcher y con una hermana menor, Carrie Hope Fletcher, siempre se sintió atraído por la música desde una edad temprana, puesto que su padre tocaba en varias bandas locales.",8,11,bob,10,0,0,0,0,0.0,['Bob'],1,0,15016,23,0,109,1,3,1,6
34R0BODSP100FBH34VI0BMDX1BME56,"Hijo de Bob y Debbie Fletcher y con una hermana menor, Carrie Hope Fletcher, siempre se sintió atraído por la música desde una edad temprana, puesto que su padre tocaba en varias bandas locales.",14,20,debbie,10,0,0,0,0,0.0,['Debbie'],1,0,900,3,0,16,2,6,3,6
34R0BODSP100FBH34VI0BMDX1BME56,"Hijo de Bob y Debbie Fletcher y con una hermana menor, Carrie Hope Fletcher, siempre se sintió atraído por la música desde una edad temprana, puesto que su padre tocaba en varias bandas locales.",40,47,hermana,10,0,1,0,1,0.1,['hermana'],1,6,42011,953,8956,804,3,7,3,0
34R0BODSP100FBH34VI0BMDX1BME56,"Hijo de Bob y Debbie Fletcher y con una hermana menor, Carrie Hope Fletcher, siempre se sintió atraído por la música desde una edad temprana, puesto que su padre tocaba en varias bandas locales.",48,53,menor,10,0,0,0,0,0.0,['menor'],1,13,81420,335,1969,3845,2,5,2,1
34R0BODSP100FBH34VI0BMDX1BME56,"Hijo de Bob y Debbie Fletcher y con una hermana menor, Carrie Hope Fletcher, siempre se sintió atraído por la música desde una edad temprana, puesto que su padre tocaba en varias bandas locales.",55,61,carrie,10,0,0,0,0,0.0,['Carrie'],1,0,1888,0,0,27,2,6,3,4
34R0BODSP100FBH34VI0BMDX1BME56,"Hijo de Bob y Debbie Fletcher y con una hermana menor, Carrie Hope Fletcher, siempre se sintió atraído por la música desde una edad temprana, puesto que su padre tocaba en varias bandas locales.",62,66,hope,10,0,0,0,0,0.0,['Hope'],1,0,4153,162,0,40,2,4,2,6
34R0BODSP100FBH34VI0BMDX1BME56,"Hijo de Bob y Debbie Fletcher y con una hermana menor, Carrie Hope Fletcher, siempre se sintió atraído por la música desde una edad temprana, puesto que su padre tocaba en varias bandas locales.",95,102,atraído,10,0,2,0,1,0.2,['atraído'],1,0,5715,13,142,34,2,7,4,0
34R0BODSP100FBH34VI0BMDX1BME56,"Hijo de Bob y Debbie Fletcher y con una hermana menor, Carrie Hope Fletcher, siempre se sintió atraído por la música desde una edad temprana, puesto que su padre tocaba en varias bandas locales.",88,94,sintió,10,0,0,0,0,0.0,['sintió'],1,0,7040,77,731,341,2,6,3,7
34R0BODSP100FBH34VI0BMDX1BME56,"Hijo de Bob y Debbie Fletcher y con una hermana menor, Carrie Hope Fletcher, siempre se sintió atraído por la música desde una edad temprana, puesto que su padre tocaba en varias bandas locales.",132,140,temprana,10,0,1,0,1,0.1,['temprana'],1,0,14127,23,129,333,3,8,3,6
34R0BODSP100FBH34VI0BMDX1BME56,"Hijo de Bob y Debbie Fletcher y con una hermana menor, Carrie Hope Fletcher, siempre se sintió atraído por la música desde una edad temprana, puesto que su padre tocaba en varias bandas locales.",110,116,música,10,0,0,0,0,0.0,['música'],1,3,177258,1213,5829,2674,3,6,3,7
34R0BODSP100FBH34VI0BMDX1BME56,"Hijo de Bob y Debbie Fletcher y con una hermana menor, Carrie Hope Fletcher, siempre se sintió atraído por la música desde una edad temprana, puesto que su padre tocaba en varias bandas locales.",127,131,edad,10,0,0,0,0,0.0,['edad'],1,3,138542,516,4708,5658,1,4,2,4
34R0BODSP100FBH34VI0BMDX1BME56,"Hijo de Bob y Debbie Fletcher y con una hermana menor, Carrie Hope Fletcher, siempre se sintió atraído por la música desde una edad temprana, puesto que su padre tocaba en varias bandas locales.",142,148,puesto,10,0,0,0,0,0.0,['puesto'],1,7,147571,495,4939,4569,2,6,3,0
34R0BODSP100FBH34VI0BMDX1BME56,"Hijo de Bob y Debbie Fletcher y con una hermana menor, Carrie Hope Fletcher, siempre se sintió atraído por la música desde una edad temprana, puesto que su padre tocaba en varias bandas locales.",156,161,padre,10,0,0,0,0,0.0,['padre'],1,7,166614,1128,31630,2820,2,5,2,6
34R0BODSP100FBH34VI0BMDX1BME56,"Hijo de Bob y Debbie Fletcher y con una hermana menor, Carrie Hope Fletcher, siempre se sintió atraído por la música desde una edad temprana, puesto que su padre tocaba en varias bandas locales.",162,168,tocaba,10,0,0,0,0,0.0,['tocaba'],1,0,4945,41,399,101,3,6,3,2
34R0BODSP100FBH34VI0BMDX1BME56,"Hijo de Bob y Debbie Fletcher y con una hermana menor, Carrie Hope Fletcher, siempre se sintió atraído por la música desde una edad temprana, puesto que su padre tocaba en varias bandas locales.",179,185,bandas,10,0,0,0,0,0.0,['bandas'],1,0,35805,26,334,413,2,6,2,0
34R0BODSP100FBH34VI0BMDX1BME56,"Hijo de Bob y Debbie Fletcher y con una hermana menor, Carrie Hope Fletcher, siempre se sintió atraído por la música desde una edad temprana, puesto que su padre tocaba en varias bandas locales.",186,193,locales,10,0,0,0,0,0.0,['locales'],1,0,49975,71,651,3766,3,7,3,0
34R0BODSP100FBH34VI0BMDX1BME56,"Tom hizo su primera aparación artística con tan solo 10 años, interpretando el papel de papel de ""Fagin"" en el musical ""Oliver!""",20,29,aparación,10,0,3,0,1,0.3,['aparación'],1,0,52,0,0,0,3,9,5,4
34R0BODSP100FBH34VI0BMDX1BME56,"Tom hizo su primera aparación artística con tan solo 10 años, interpretando el papel de papel de ""Fagin"" en el musical ""Oliver!""",56,60,años,10,0,1,0,1,0.1,['años'],1,1,819647,4847,40816,36388,1,4,2,4
34R0BODSP100FBH34VI0BMDX1BME56,"Tom hizo su primera aparación artística con tan solo 10 años, interpretando el papel de papel de ""Fagin"" en el musical ""Oliver!""",30,39,artística,10,0,0,0,0,0.0,['artística'],1,0,23232,9,127,305,4,9,4,0
34R0BODSP100FBH34VI0BMDX1BME56,"Tom hizo su primera aparación artística con tan solo 10 años, interpretando el papel de papel de ""Fagin"" en el musical ""Oliver!""",62,75,interpretando,10,0,1,0,1,0.1,['interpretando'],1,0,12780,0,58,55,5,13,5,7
34R0BODSP100FBH34VI0BMDX1BME56,"Tom hizo su primera aparación artística con tan solo 10 años, interpretando el papel de papel de ""Fagin"" en el musical ""Oliver!""",98,103,fagin,10,0,1,0,1,0.1,['Fagin'],1,1,101,0,0,0,2,5,2,6
34R0BODSP100FBH34VI0BMDX1BME56,"Tom hizo su primera aparación artística con tan solo 10 años, interpretando el papel de papel de ""Fagin"" en el musical ""Oliver!""",79,84,papel,10,0,0,0,0,0.0,['papel'],1,5,105237,392,3978,2328,2,5,2,6
34R0BODSP100FBH34VI0BMDX1BME56,"Tom hizo su primera aparación artística con tan solo 10 años, interpretando el papel de papel de ""Fagin"" en el musical ""Oliver!""",111,118,musical,10,0,1,0,1,0.1,['musical'],1,3,97541,99,600,942,3,7,3,6
34R0BODSP100FBH34VI0BMDX1BME56,"Tom hizo su primera aparación artística con tan solo 10 años, interpretando el papel de papel de ""Fagin"" en el musical ""Oliver!""",120,126,oliver,10,0,0,0,0,0.0,['Oliver'],1,0,8513,9,0,103,2,6,3,7
34R0BODSP100FBH34VI0BMDX1BME56,en el London Palladium.,6,12,london,10,0,0,0,0,0.0,['London'],1,0,9356,17,0,46,2,6,2,6
34R0BODSP100FBH34VI0BMDX1BME56,en el London Palladium.,13,22,palladium,10,0,0,0,0,0.0,['Palladium'],1,0,294,0,0,5,3,9,4,6
34R0BODSP100FBH34VI0BMDX1BME56,"Posteriormente, también tomó parte de un documental de una campaña en contra del VIH.",0,14,posteriormente,10,0,1,0,1,0.1,['Posteriormente'],1,0,144827,8,34,989,5,14,6,0
34R0BODSP100FBH34VI0BMDX1BME56,"Posteriormente, también tomó parte de un documental de una campaña en contra del VIH.",24,28,tomó,10,0,0,0,0,0.0,['tomó'],1,0,45551,141,3213,1571,2,4,2,7
34R0BODSP100FBH34VI0BMDX1BME56,"Posteriormente, también tomó parte de un documental de una campaña en contra del VIH.",41,51,documental,10,0,3,0,1,0.3,['documental'],1,1,22496,15,290,517,4,10,4,0
34R0BODSP100FBH34VI0BMDX1BME56,"Posteriormente, también tomó parte de un documental de una campaña en contra del VIH.",59,66,campaña,10,0,2,0,1,0.2,['campaña'],1,4,70285,63,1227,4165,3,7,3,7
34R0BODSP100FBH34VI0BMDX1BME56,"Posteriormente, también tomó parte de un documental de una campaña en contra del VIH.",81,84,vih,10,0,1,0,1,0.1,['VIH'],1,1,4066,19,0,261,1,3,1,7
34R0BODSP100FBH34VI0BMDX1BME56,"Tom se educó en el centro educativo Sylvia Young Theatre School situado en Marylebone, en el barrio de Ciudad de Westminster (oeste de Londres), gracias a una beca.",7,12,educó,10,0,0,0,0,0.0,['educó'],1,0,1876,0,31,8,2,5,3,6
34R0BODSP100FBH34VI0BMDX1BME56,"Tom se educó en el centro educativo Sylvia Young Theatre School situado en Marylebone, en el barrio de Ciudad de Westminster (oeste de Londres), gracias a una beca.",19,25,centro,10,0,0,0,0,0.0,['centro'],1,8,228000,739,5415,6729,2,6,2,4
34R0BODSP100FBH34VI0BMDX1BME56,"Tom se educó en el centro educativo Sylvia Young Theatre School situado en Marylebone, en el barrio de Ciudad de Westminster (oeste de Londres), gracias a una beca.",26,35,educativo,10,0,0,0,0,0.0,['educativo'],1,2,11643,31,89,751,4,9,5,0
34R0BODSP100FBH34VI0BMDX1BME56,"Tom se educó en el centro educativo Sylvia Young Theatre School situado en Marylebone, en el barrio de Ciudad de Westminster (oeste de Londres), gracias a una beca.",36,42,sylvia,10,0,0,0,0,0.0,['Sylvia'],1,0,1899,2,296,24,2,6,2,6
34R0BODSP100FBH34VI0BMDX1BME56,"Tom se educó en el centro educativo Sylvia Young Theatre School situado en Marylebone, en el barrio de Ciudad de Westminster (oeste de Londres), gracias a una beca.",75,85,marylebone,10,0,1,0,1,0.1,['Marylebone'],1,0,163,0,0,1,6,10,4,7
34R0BODSP100FBH34VI0BMDX1BME56,"Tom se educó en el centro educativo Sylvia Young Theatre School situado en Marylebone, en el barrio de Ciudad de Westminster (oeste de Londres), gracias a una beca.",43,48,young,10,0,0,0,0,0.0,['Young'],1,3,15481,47,0,111,1,5,2,6
34R0BODSP100FBH34VI0BMDX1BME56,"Tom se educó en el centro educativo Sylvia Young Theatre School situado en Marylebone, en el barrio de Ciudad de Westminster (oeste de Londres), gracias a una beca.",49,56,theatre,10,0,0,0,0,0.0,['Theatre'],1,0,6571,2,0,20,2,7,3,4
34R0BODSP100FBH34VI0BMDX1BME56,"Tom se educó en el centro educativo Sylvia Young Theatre School situado en Marylebone, en el barrio de Ciudad de Westminster (oeste de Londres), gracias a una beca.",57,63,school,10,0,0,0,0,0.0,['School'],1,0,23051,419,0,103,1,6,2,4
34R0BODSP100FBH34VI0BMDX1BME56,"Tom se educó en el centro educativo Sylvia Young Theatre School situado en Marylebone, en el barrio de Ciudad de Westminster (oeste de Londres), gracias a una beca.",64,71,situado,10,0,0,0,0,0.0,['situado'],1,0,79849,75,59,407,3,7,4,0
34R0BODSP100FBH34VI0BMDX1BME56,"Tom se educó en el centro educativo Sylvia Young Theatre School situado en Marylebone, en el barrio de Ciudad de Westminster (oeste de Londres), gracias a una beca.",93,99,barrio,10,0,1,0,1,0.1,['barrio'],1,1,73472,329,1565,2479,2,6,3,4
34R0BODSP100FBH34VI0BMDX1BME56,"Tom se educó en el centro educativo Sylvia Young Theatre School situado en Marylebone, en el barrio de Ciudad de Westminster (oeste de Londres), gracias a una beca.",113,124,westminster,10,0,1,0,1,0.1,['Westminster'],1,0,2904,0,0,19,4,11,3,6
34R0BODSP100FBH34VI0BMDX1BME56,"Tom se educó en el centro educativo Sylvia Young Theatre School situado en Marylebone, en el barrio de Ciudad de Westminster (oeste de Londres), gracias a una beca.",103,109,ciudad,10,0,0,0,0,0.0,['Ciudad'],1,2,627001,2255,10980,11803,2,6,3,4
34R0BODSP100FBH34VI0BMDX1BME56,"Tom se educó en el centro educativo Sylvia Young Theatre School situado en Marylebone, en el barrio de Ciudad de Westminster (oeste de Londres), gracias a una beca.",159,163,beca,10,0,4,0,1,0.4,['beca'],1,2,9269,74,570,151,2,4,2,4
34R0BODSP100FBH34VI0BMDX1BME56,"Tom se educó en el centro educativo Sylvia Young Theatre School situado en Marylebone, en el barrio de Ciudad de Westminster (oeste de Londres), gracias a una beca.",126,131,oeste,10,0,0,0,0,0.0,['oeste'],1,2,105066,176,2012,602,2,5,3,6
34R0BODSP100FBH34VI0BMDX1BME56,"Tom se educó en el centro educativo Sylvia Young Theatre School situado en Marylebone, en el barrio de Ciudad de Westminster (oeste de Londres), gracias a una beca.",145,152,gracias,10,0,0,0,0,0.0,['gracias'],1,3,159195,2625,81590,3481,2,7,3,4
33EEIIWHK786A8MNJDVD91WAWKVVQO,Iglesia de Santa María de Tahull,0,7,iglesia,9,1,0,0,0,0.0,['Iglesia'],1,4,181929,288,3450,843,2,7,4,6
33EEIIWHK786A8MNJDVD91WAWKVVQO,Iglesia de Santa María de Tahull,11,16,santa,9,1,0,0,0,0.0,['Santa'],1,0,168353,93,2584,3487,2,5,2,7
33EEIIWHK786A8MNJDVD91WAWKVVQO,Iglesia de Santa María de Tahull,17,22,maría,9,1,0,0,0,0.0,['María'],1,4,158865,245,2069,3537,2,5,3,7
33EEIIWHK786A8MNJDVD91WAWKVVQO,Iglesia de Santa María de Tahull,26,32,tahull,9,1,0,0,0,0.0,['Tahull'],1,0,85,0,0,0,2,6,2,6
33EEIIWHK786A8MNJDVD91WAWKVVQO,"Santa María de Taüll es una iglesia románica en la localidad de Taüll que está situada en el término municipal de Valle de Boí, dentro del antiguo término de Barruera.",15,20,taüll,9,1,3,0,1,0.3,['Taüll'],1,0,95,0,0,0,2,5,1,0
33EEIIWHK786A8MNJDVD91WAWKVVQO,"Santa María de Taüll es una iglesia románica en la localidad de Taüll que está situada en el término municipal de Valle de Boí, dentro del antiguo término de Barruera.",36,44,románica,9,1,3,0,1,0.3,['románica'],1,0,4559,6,0,3,4,8,4,4
33EEIIWHK786A8MNJDVD91WAWKVVQO,"Santa María de Taüll es una iglesia románica en la localidad de Taüll que está situada en el término municipal de Valle de Boí, dentro del antiguo término de Barruera.",51,60,localidad,9,1,0,0,0,0.0,['localidad'],1,2,153178,7,30,2618,4,9,4,4
33EEIIWHK786A8MNJDVD91WAWKVVQO,"Santa María de Taüll es una iglesia románica en la localidad de Taüll que está situada en el término municipal de Valle de Boí, dentro del antiguo término de Barruera.",93,100,término,9,1,2,1,1,0.3,['término'],1,11,111490,98,578,959,2,7,3,0
33EEIIWHK786A8MNJDVD91WAWKVVQO,"Santa María de Taüll es una iglesia románica en la localidad de Taüll que está situada en el término municipal de Valle de Boí, dentro del antiguo término de Barruera.",79,86,situada,9,1,0,0,0,0.0,['situada'],1,0,85285,59,43,312,3,7,4,0
33EEIIWHK786A8MNJDVD91WAWKVVQO,"Santa María de Taüll es una iglesia románica en la localidad de Taüll que está situada en el término municipal de Valle de Boí, dentro del antiguo término de Barruera.",114,119,valle,9,1,1,0,1,0.1,['Valle'],1,1,75696,26,650,870,2,5,2,4
33EEIIWHK786A8MNJDVD91WAWKVVQO,"Santa María de Taüll es una iglesia románica en la localidad de Taüll que está situada en el término municipal de Valle de Boí, dentro del antiguo término de Barruera.",101,110,municipal,9,1,0,0,0,0.0,['municipal'],1,2,76078,20,178,3052,4,9,4,0
33EEIIWHK786A8MNJDVD91WAWKVVQO,"Santa María de Taüll es una iglesia románica en la localidad de Taüll que está situada en el término municipal de Valle de Boí, dentro del antiguo término de Barruera.",123,126,boí,9,1,1,0,1,0.1,['Boí'],1,0,99,0,0,2,1,3,2,6
33EEIIWHK786A8MNJDVD91WAWKVVQO,"Santa María de Taüll es una iglesia románica en la localidad de Taüll que está situada en el término municipal de Valle de Boí, dentro del antiguo término de Barruera.",139,146,antiguo,9,1,0,0,0,0.0,['antiguo'],1,8,88504,129,1286,558,3,7,4,0
33EEIIWHK786A8MNJDVD91WAWKVVQO,"Santa María de Taüll es una iglesia románica en la localidad de Taüll que está situada en el término municipal de Valle de Boí, dentro del antiguo término de Barruera.",158,166,barruera,9,1,2,0,1,0.2,['Barruera'],1,0,32,0,0,0,3,8,4,2
33EEIIWHK786A8MNJDVD91WAWKVVQO,"Se encuentra en el centro del casco viejo de Taüll, ya pocos metros al suroeste (justo a la entrada del pueblo) se encuentra la iglesia de San Clemente que pertenece a la misma época .",30,35,casco,9,1,0,0,0,0.0,['casco'],1,10,17447,8,699,338,2,5,2,6
33EEIIWHK786A8MNJDVD91WAWKVVQO,"Se encuentra en el centro del casco viejo de Taüll, ya pocos metros al suroeste (justo a la entrada del pueblo) se encuentra la iglesia de San Clemente que pertenece a la misma época .",36,41,viejo,9,1,0,0,0,0.0,['viejo'],1,11,30969,324,14252,545,2,5,3,4
33EEIIWHK786A8MNJDVD91WAWKVVQO,"Se encuentra en el centro del casco viejo de Taüll, ya pocos metros al suroeste (justo a la entrada del pueblo) se encuentra la iglesia de San Clemente que pertenece a la misma época .",61,67,metros,9,1,0,0,0,0.0,['metros'],1,0,112876,121,2716,3016,2,6,2,2
33EEIIWHK786A8MNJDVD91WAWKVVQO,"Se encuentra en el centro del casco viejo de Taüll, ya pocos metros al suroeste (justo a la entrada del pueblo) se encuentra la iglesia de San Clemente que pertenece a la misma época .",71,79,suroeste,9,1,0,0,0,0.0,['suroeste'],1,2,21973,11,190,218,3,8,4,6
33EEIIWHK786A8MNJDVD91WAWKVVQO,"Se encuentra en el centro del casco viejo de Taüll, ya pocos metros al suroeste (justo a la entrada del pueblo) se encuentra la iglesia de San Clemente que pertenece a la misma época .",81,86,justo,9,1,0,0,0,0.0,['justo'],1,7,35236,217,10200,1357,2,5,2,4
33EEIIWHK786A8MNJDVD91WAWKVVQO,"Se encuentra en el centro del casco viejo de Taüll, ya pocos metros al suroeste (justo a la entrada del pueblo) se encuentra la iglesia de San Clemente que pertenece a la misma época .",92,99,entrada,9,1,0,0,0,0.0,['entrada'],1,19,69315,947,2613,2376,3,7,3,0
33EEIIWHK786A8MNJDVD91WAWKVVQO,"Se encuentra en el centro del casco viejo de Taüll, ya pocos metros al suroeste (justo a la entrada del pueblo) se encuentra la iglesia de San Clemente que pertenece a la misma época .",104,110,pueblo,9,1,0,0,0,0.0,['pueblo'],1,13,166609,633,6072,4376,2,6,3,6
