Word,Level
calf,6
case,6
blood,2
breath,3
care,4
cholesterol,5
bandage,2
birth,2
aspirin,3
backache,3
bone,3
beat,3
bleed,3
ache,4
catch,2
burn,3
bump,4
carry,5
attack,6
breathe,3
blouse,1
boot,1
coat,1
belt,2
bracelet,2
cap,2
button,3
collar,3
badge,4
bikini,4
bra,4
cardigan,4
answer,1
capital letter,2
card,2
check,2
accent,3
alarm,3
alphabet,3
brochure,3
call,3
card,3
certificate,3
accent,4
account,4
apostrophe,4
arrow,4
ban,4
booklet,4
chart,4
colon,4
character,5
claim,5
appeal,6
channel,6
cliché,6
advice,2
blame,4
abuse,6
chat,2
apology,3
code,4
attack,6
answer,2
chat,2
argue,3
check,4
cheer,4
appeal,5
ask,2
add,3
announce,3
approve,3
blame,3
amuse,4
assume,4
assure,4
call,4
capture,4
challenge,4
claim,4
attack,5
clarify,5
allege,6
answer,1
ask,1
agree,2
answer,2
admit,3
advise,3
ask,3
ask,3
ask,3
call,3
argue,4
beg,4
beg,4
boast,4
call,4
claim,4
burglar,4
case,4
case,4
arrest,4
burglary,4
arrest,3
centimeter,2
circle,2
amount,3
average,3
bit,3
bunch,3
bar,4
base,4
block,4
angle,5
acre,6
black,2
accuracy,4
color,1
blue,2
brown,2
average,3
class,1
blackboard,2
branch,4
chemistry,2
class,1
college,2
bean,1
café,1
coffee shop,1
bar,2
barbecue,2
bottle,2
bowl,2
burger,2
cafeteria,2
can,2
bite,4
bun,4
cherry,4
casserole,6
bread,1
butter,1
beef,3
broccoli,3
chewing gum,3
apple,1
banana,1
breakfast,1
cake,1
cheese,1
chocolate,1
coffee,1
candy,2
carrot,2
cereal,2
cola,2
cabbage,3
coconut,3
appetite,5
cereal,5
casserole,6
barbecue,3
boil,3
beat,5
bake,2
burn,3
address,1
bathroom,1
bedroom,1
bookcase,1
chair,1
apartment,2
armchair,2
blanket,2
board,2
bookshelf,2
cabinet,2
castle,2
ceiling,2
center,2
balcony,3
bathtub,3
cabin,3
candle,3
chest of drawers,3
attic,4
barrier,4
basement,4
bench,4
brick,4
cellar,4
chimney,4
cloth,4
column,4
balcony,6
air conditioning,3
architecture,3
bed,1
carpet,2
bank,1
cent,2
account,3
bill,3
coin,3
award,4
balance,4
bank account,4
budget,4
bid,6
cash,2
change,3
change,3
borrow,2
change,2
borrow,5
beach,1
area,2
bay,3
branch,3
breeze,3
cave,3
cliff,3
coast,3
atom,4
bank,4
berry,4
bush,4
carbon footprint,4
cloud,4
bed,6
air,2
aluminum,4
carbon,4
carbon dioxide,4
carbon monoxide,4
climate change,4
astronomy,6
cloud,2
climate,3
acid,4
coastline,6
bottom,3
atmosphere,4
blow,3
break,6
boil,3
bath,1
check,3
act,4
attempt,4
capture,5
come,1
come,1
act,3
behave,3
blow,3
act,4
adjust,4
campaign,5
cling,6
carry,1
clean,1
color,1
add,2
add,2
bring,2
brush,2
collect,2
achieve,3
attach,3
attempt,3
avoid,3
bury,3
cancel,3
carry,3
catch,3
circle,3
collect,3
acquire,4
adapt,4
adjust,4
adopt,4
analyze,4
arrange,4
assess,4
avoid,4
beat,4
bury,4
calculate,4
capture,4
clear,4
clutch,6
catch,1
change,1
choose,1
close,1
check,2
climb,2
arrange,3
attend,3
babysit,3
clap,3
approach,4
assist,4
bang,4
bend,4
brush,4
charge,4
chase,4
combine,4
blow,6
carve,6
adult,1
baby,1
beard,1
boy,1
comb,2
adolescent,6
beauty,3
childhood,3
background,3
chance,4
brain,5
bully,5
character,5
anger,4
anxiety,4
appeal,4
certainty,4
charisma,6
attitude,3
character,3
charm,4
care,3
appeal,4
approve,4
belong,4
blush,4
believe,2
bother,2
annoy,3
attract,3
admire,4
appreciate,4
betray,4
bother,4
bear,5
behave,3
care,3
cheat,4
capital,2
citizen,4
center,6
birthday,1
brother,1
aunt,2
boyfriend,2
anniversary,3
bride,3
ceremony,3
affair,4
bond,4
brother-in-law,4
circle,4
bond,6
call,3
celebrate,3
adopt,4
bag,1
ball,1
bat,1
bookstore,1
box,1
board,2
board game,2
card,2
basket,3
captain,3
chain,3
champion,3
checkout,3
club,3
arrow,4
brand,4
catalog,4
business,1
badminton,2
chess,2
baseball,1
basketball,1
come,2
appear,4
browse,4
beat,3
address,1
CD,1
bulb,3
button,3
card,3
backup,4
bookmark,4
breakdown,4
bug,4
chip,4
access,3
broadband,4
CD-ROM,3
cable,4
attach,3
access,4
bookmark,4
burn,4
browse,4
charge,4
bike,1
boat,1
bus,1
car,1
airplane,2
airport,2
bicycle,2
bus station,2
bus stop,2
brake,3
cab,3
cabin,3
campsite,3
check-in (counter),3
aircraft,4
captain,4
car,5
cabin,6
carriage,6
air,2
baggage,3
approach,4
adventure,2
camp,3
camp,3
camp,2
accelerate,6
catch,1
carry,4
board,3
book,3
boss,2
business,2
businessman,2
businesswoman,2
agency,3
architect,3
career,3
agent,4
analyst,4
chief,4
client,4
bid,5
board,5
career,6
architecture,3
business,3
benefit,3
advertise,3
appoint,5
build,2
cigarette,2
addict,4
cancer,3
alcohol,2
champagne,2
bacon,3
beer,1
cathedral,2
church,2
bribe,5
bomb,3
arrival,5
arrival,3
approval,4
arrival,6
acquaintance,5
appliance,5
alliance,6
annoyance,5
acceptance,5
attendance,5
attendance,5
coherence,6
coincidence,4
baker,3
blogger,3
border,3
butcher,3
buyer,3
banker,4
climbing,2
advertising,4
banking,4
coaching,4
backing,6
ambition,3
application,3
attraction,3
collection,3
collection,3
addition,4
association,4
collocation,4
accusation,5
assumption,5
audition,5
administration,6
administration,6
allocation,6
attention,3
administration,5
aggression,5
caution,5
civilization,5
action,6
allocation,6
anticipation,6
civilization,4
combination,4
action,5
adaptation,5
alteration,5
auction,5
cancellation,5
collaboration,5
accumulation,6
application,6
association,6
classification,6
action,6
artist,2
chemist,3
celebrity,3
authority,5
activity,4
authority,4
availability,4
charity,6
ability,3
charity,3
capability,5
ambiguity,6
alternative,4
authorize,5
appointment,2
arrangement,4
attachment,4
announcement,3
amusement,4
amendment,5
attachment,6
awareness,5
closeness,5
closeness,5
blindness,6
clumsiness,6
coldness,6
author,3
calculator,3
ambassador,4
administrator,5
anchor,6
anchor,6
bartender,4
bomber,4
bomber,6
alcoholic,6
board,1
cell phone,1
child,1
city,1
classroom,1
clock,1
actor,2
adjective,2
adverb,2
alarm clock,2
album,2
answer,2
backpack,2
balloon,2
barbecue,2
bathing suit,2
battery,2
bill,2
block,2
block,2
body,2
box,2
break,2
bridge,2
brush,2
calendar,2
call,2
case,2
center,2
century,2
check,2
chef,2
class,2
classmate,2
click,2
closet,2
club,2
colleague,2
accountant,3
aim,3
airline,3
alarm,3
ambulance,3
answer,3
antique,3
area,3
article,3
assignment,3
athlete,3
backyard,3
barbershop,3
bargain,3
bell,3
blog,3
board,3
book,3
branch,3
break,3
break,3
bucket,3
bulletin board,3
canal,3
case,3
cash machine,3
chance,3
checkout,3
cinema,3
clinic,3
club,3
coach,3
affair,4
age,4
agent,4
animal,4
approach,4
area,4
aspect,4
bakery,4
bang,4
bar,4
barrier,4
base,4
basis,4
battle,4
beam,4
bell,4
bend,4
billion,4
blade,4
bonus,4
bonus,4
bow,4
bow,4
breakthrough,4
bullet,4
calendar,4
candidate,4
carnival,4
carnival,4
cart,4
category,4
cause,4
cell,4
cemetery,4
chain,4
citizen,4
claim,4
clause,4
clue,4
accessory,5
agency,5
agenda,5
aid,5
ally,5
amateur,5
amateur,5
angle,5
angle,5
asset,5
attorney,5
avenue,5
basis,5
basis,5
bid,5
blank,5
boundary,5
boundary,5
bracket,5
breakdown,5
bubble,5
burden,5
call,5
campaign,5
campaign,5
cause,5
charge,5
chore,5
clutch,5
code,5
column,5
advocate,6
agenda,6
ally,6
arch,6
arm,6
assembly,6
attribute,6
avenue,6
back,6
band,6
barn,6
base,6
base,6
battle,6
bed,6
bet,6
blanket,6
blend,6
block,6
blow,6
blow,6
body,6
break,6
breakdown,6
bridge,6
buzz,6
care,6
case,6
ceiling,6
certainty,6
challenge,6
champion,6
chancellor,6
chancellor,6
charm,6
chest,6
chill,6
circuit,6
circuit,6
circuit,6
civilian,6
clash,6
clash,6
climate,6
biology,2
chicken,2
access,3
behavior,3
care,3
chance,3
absence,4
agriculture,4
balance,4
board,4
cardboard,4
centigrade,4
chaos,4
cloth,4
aid,5
applause,5
archaeology,5
brass,5
coal,5
age,6
alarm,6
artificial intelligence,6
assembly,6
awe,6
baggage,6
bark,6
blackmail,6
blood,6
bribery,6
bureaucracy,6
cause,6
color,6
color,6
afternoon,1
age,1
April,1
August,1
building,2
chain,2
change,2
change,2
advantage,3
attack,3
battle,3
benefit,3
challenge,3
chance,3
charge,3
chili,3
cod,3
absence,4
abuse,4
abuse,4
advance,4
advantage,4
analysis,4
backup,4
belief,4
campus,4
class,4
collapse,4
abuse,5
analogy,6
bias,6
bureaucracy,6
burial,6
cargo,6
catastrophe,6
chili,6
accommodations,4
belongings,4
bacteria,5
atmosphere,3
bottom,3
background,4
act,6
air,6
buzz,6
chill,6
change,3
begin,1
come,1
arrive,2
chat,2
close,2
appear,3
appear,3
apply,3
blog,3
burn,3
agree,4
apply,4
belong,4
brake,4
climb,4
collapse,4
collapse,4
come,4
come,4
agree,5
arise,5
beware,5
collaborate,5
bubble,6
buzz,6
buzz,6
clash,6
clash,6
clash,6
coincide,6
coincide,6
collapse,6
buy,1
check,1
believe,2
accompany,3
admire,3
allow,3
answer,3
change,3
comb,3
abandon,4
abolish,4
absorb,4
accept,4
accept,4
accuse,4
affect,4
amuse,4
approach,4
balance,4
block,4
boost,4
catch,4
catch,4
cause,4
chop,4
abandon,5
absorb,5
accomplish,5
acknowledge,5
address,5
alarm,5
allocate,5
allow,5
anticipate,5
apply,5
assign,5
associate,5
assure,5
attain,5
block,5
bully,5
cap,5
classify,5
address,6
advocate,6
alert,6
allow,6
amend,6
appreciate,6
arouse,6
assemble,6
attach,6
back,6
bind,6
bind,6
blackmail,6
block,6
boast,6
carry,6
carry,6
chase,6
cloud,6
color,6
begin,2
break,2
break,2
call,2
change,2
change,2
change,2
click,2
accept,3
agree,3
attack,3
bite,3
boil,3
bounce,3
break,3
burn,3
charge,3
check,3
alter,4
balance,4
bend,4
benefit,4
blink,4
bother,4
break,4
burst,4
chew,4
chew,4
close,4
coach,4
collect,4
accelerate,5
accumulate,5
allow,5
applaud,5
bet,5
broaden,5
cater,5
arch,6
assemble,6
battle,6
beat,6
break,6
catch,6
circle,6
click,6
air force,3
angel,3
bomb,3
chapel,6
bombing,4
assault,6
combat,6
bribe,5
assault,6
combat,6
boiling,4
bear,6
asleep,6
awesome,2
blue,6
big,5
cast,6
acceptable,3
capable,4
available,2
clinical,5
alphabetical,4
additional,4
artificial,4
beneficial,4
chemical,4
coastal,4
artificial,6
clinical,6
arrogant,4
animated,3
addicted,4
advanced,2
advanced,3
attached,4
barbecued,3
boiled,3
canned,4
amazed,3
annoyed,3
ashamed,3
bored,3
addicted,4
amused,4
astonished,4
bad-tempered,4
bothered,4
animated,6
closed,6
adopted,4
closed,1
better,1
better,1
beautiful,1
beautiful,1
careful,2
cheerful,3
cheerful,4
artistic,4
classic,4
chronic,6
basic,3
basic,3
basic,3
authentic,5
academic,4
apologetic,6
charismatic,6
atomic,4
automatic,4
amazing,2
amusing,3
appalling,6
boring,1
amazing,3
annoying,3
charming,3
astonishing,4
caring,4
circulation,6
circulation,6
childish,4
childish,4
capitalist,6
active,5
attractive,2
aggressive,4
assertive,6
careless,3
actually,2
badly,2
badly,2
certainly,2
certainly,2
clearly,2
absolutely,3
actually,3
clearly,3
actually,4
admittedly,4
alternatively,4
apparently,4
apparently,4
basically,4
badly,2
approximately,3
adequately,4
badly,4
brightly,4
barely,5
beautifully,3
amazingly,3
angrily,3
bravely,3
aggressively,4
anxiously,4
boldly,4
brilliantly,4
calmly,4
carelessly,4
cheerfully,4
closely,4
automatically,4
arrangement,3
anxious,3
adventurous,4
ambitious,4
anxious,4
cautious,4
bloody,4
chatty,5
bulky,5
cloudy,2
chatty,5
alcoholic,3
alcoholic,6
biological,4
abstract,4
all right,2
alive,3
asleep,3
awake,3
blind,3
bump,5
casual,3
brief,3
absolute,4
clichéd,6
coherent,6
anyway,2
anyway,2
back,2
anyway,3
besides,3
anyhow,4
anyhow,4
anyhow,4
anyhow,5
bracket,5
ban,4
bad,1
best,1
big,1
black,1
blue,1
brown,1
clean,1
close,1
average,2
awful,2
back,2
bad,2
bright,2
broken,2
clear,2
ancient,3
antique,3
average,3
bad,3
bad,3
blank,3
brand new,3
brilliant,3
broad,3
clever,3
colorful,3
absurd,4
accurate,4
adequate,4
adequate,4
appropriate,4
approximate,4
bizarre,4
bold,4
breathtaking,4
circular,4
abnormal,5
average,5
bare,5
adjacent,6
awesome,6
bland,6
bleak,6
above,1
back,1
below,1
above,2
across,2
anywhere,2
around,2
away,2
apart,3
around,3
away,3
behind,3
below,3
alongside,5
beyond,5
bottom,1
be,1
bitter,3
bland,6
affluent,5
bankrupt,5
check,2
asset,5
award,4
bid,6
calm,3
clear,3
arid,6
bronze,6
choice,3
adapt,4
aged,2
black,2
blond,2
afraid,2
angry,2
afraid,3
bad,3
brave,3
brilliant,3
calm,3
certain,3
cold,3
aware,4
awkward,4
bitter,4
bitter,4
bitter,4
bold,4
bright,4
bright,4
clumsy,4
alert,5
antisocial,5
able,6
abrupt,6
affectionate,6
blank,6
blunt,6
belief,4
boost,4
close,2
close,3
away,5
broken,2
bounce,6
bound,5
abroad,3
aboard,5
busy,1
busy,2
chief,4
available,2
breakable,4
acceptable,5
affordable,5
changeable,5
accountable,6
attainable,6
annual,3
central,3
accidental,4
analytical,5
bilingual,5
brutal,5
central,5
central,5
central,6
classical,6
closed,1
abandoned,4
abandoned,4
armed,4
balanced,4
accepted,5
acclaimed,5
alleged,5
biased,5
allied,6
better,2
accessible,4
accessible,6
artistic,4
athletic,4
chaotic,5
automatic,6
automatic,6
characteristic,6
burning,3
challenging,3
beginning,2
aspiration,6
activity,2
active,3
active,3
active,4
alternative,4
alternative,4
attractive,4
addictive,5
administrative,5
aggressive,5
abusive,6
carefully,2
clearly,2
accidentally,3
briefly,3
accurately,4
actively,4
annually,4
appropriately,4
artificially,4
automatically,4
basically,4
casually,4
broadly,5
closely,5
closely,5
anchor,6
anchor,6
ambitious,4
ambiguous,6
analogous,6
anonymous,6
bossy,4
bloody,5
chilly,5
all right,1
busy,1
cheap,1
cold,1
adult,2
all right,2
alone,2
big,2
clear,2
absent,3
alike,3
all right,3
bald,3
bright,3
certain,3
certain,3
clear,3
abstract,4
actual,4
apparent,4
awkward,4
bad,4
bitter,4
casual,4
chief,4
close,4
colorful,4
adult,5
alarming,5
amateur,5
ample,5
antisocial,5
apparent,5
bad,5
bare,5
cheap,5
civil,5
clear,5
close,5
abrupt,6
ahead,6
alive,6
alive,6
alone,6
arbitrary,6
awkward,6
backward,6
bare,6
bare,6
bleak,6
blunt,6
broad-minded,6
bronze,6
bronze,6
carefree,6
circular,6
clean,6
close,6
coherent,6
about,1
again,1
also,1
always,1
a.m.,1
best,1
after,2
afterward,2
again,2
ago,2
all,2
almost,2
already,2
always,2
always,2
anymore,2
anywhere,2
away,2
before,2
above,3
ahead,3
ahead,3
along,3
along,3
aloud,3
already,3
altogether,3
any,3
around,3
back,3
backward,3
besides,3
best,3
ahead,4
alike,4
alike,4
along,4
altogether,4
altogether,4
always,4
apart,4
apart,4
aside,4
aside,4
away,4
back,4
back,4
back,4
alongside,5
behind,5
between,5
between,5
above,6
abruptly,6
allegedly,6
around,6
away,6
below,6
beyond,6
clear,6
bottom,2
choice,3
choice,3
background,4
balance,4
character,4
circumstance,4
aid,5
alert,5
bronze,5
bump,5
army,6
belief,6
bundle,6
casualty,6
cheer,6
closure,6
accompany,3
affect,4
beat,4
burn,4
cast,4
charge,4
alternate,5
bear,5
channel,6
charm,6
close,6
coin,6
establishment,5
contract,6
conclude,5
exam,2
discipline,6
expenditure,6
descend,4
dad,1
depart,3
duration,5
elapse,6
excel,6
consume,4
comprise,5
comprise,5
desire,5
employ,5
engage,5
enhance,5
evaluate,5
facilitate,5
compromise,6
deem,6
disclose,6
endorse,6
enjoy,6
eradicate,6
erode,6
examine,6
exemplify,6
exercise,6
commence,6
crush,6
dump,6
devil,6
disapproval,5
dismissal,5
dissatisfaction,4
disability,4
disagreement,4
dishonesty,4
disorder,5
disagree,3
discourage,4
disrespect,5
disgust,6
disapprove,4
dislike,3
commercial,3
criminal,3
disposal,4
conference,3
confidence,4
dancer,2
dishwasher,3
customer,2
diver,3
consumer,4
defender,4
counter,6
computer,1
farmer,2
employer,3
feeling,3
ending,3
feeling,3
feeling,4
feeling,3
crossing,3
farming,3
composition,4
edition,4
composition,6
composition,6
exhibition,3
condition,4
complexion,6
complication,6
constitution,6
examination,4
construction,4
definition,4
expression,4
communication,3
conversation,1
description,3
discussion,3
explanation,3
confession,4
confirmation,4
expression,4
demonstration,5
conviction,6
devastation,6
examination,2
construction,4
depression,6
conservation,4
evolution,4
decision,3
cooperation,4
contribution,4
demonstration,5
conclusion,3
disposition,6
determination,4
exhaustion,4
confusion,4
constitution,5
election,3
competition,2
division,4
destination,3
expedition,3
connection,4
congestion,5
corporation,4
division,4
competition,4
criticism,4
cyclist,3
facility,3
creativity,4
curiosity,4
community,4
community,4
electricity,2
entertainment,3
encouragement,4
development,3
disappointment,3
disappointment,3
excitement,3
enjoyment,4
commitment,4
embarrassment,4
equipment,3
employment,3
consciousness,4
eagerness,4
coolness,6
coolness,6
elevator,2
escalator,4
competitor,3
director,3
delivery,3
discovery,4
contraception,6
extremist,6
contraceptive,6
cow,1
dog,1
dinosaur,2
duck,2
elephant,2
creature,3
dolphin,3
donkey,3
crocodile,4
deer,4
eagle,4
egg,4
feather,4
cry,6
comic,2
concert,2
dance,2
drum,2
display,3
documentary,3
festival,3
display,4
episode,4
extra,5
feature,6
dance,2
culture,3
fiction,3
coverage,5
comedy,3
drama,3
craft,4
contents,3
contents,4
compose,4
conduct,4
ear,1
eye,1
face,1
cough,3
cut,3
diet,3
elbow,3
cure,4
dose,4
drug,4
drug,4
eyebrow,4
eyelid,4
corpse,6
disk,6
donor,6
eyesight,4
digestion,5
diarrhea,6
disease,3
earache,3
fever,3
deodorant,5
diagnosis,6
do,2
faint,4
cut,3
cure,4
digest,5
diagnose,6
develop,4
conceive,6
dress,1
earring,2
denim,4
costume,4
dress,3
cross,1
document,2
envelope,2
comma,3
comment,3
consonant,3
cry,3
demand,3
diagram,3
entry,3
excuse,3
excuse,3
command,4
dash,4
draft,4
exclamation point,4
contact,3
data,4
feedback,4
complaint,3
compromise,4
emphasis,4
dialect,6
dialogue,6
dispute,6
directions,2
complain,3
count,3
communicate,4
compromise,4
describe,2
discuss,2
convince,3
date,3
demand,3
encourage,3
encourage,3
excuse,3
confirm,4
defend,4
define,4
deny,4
emphasize,4
erase,4
excuse,4
expose,4
express,4
condemn,6
explain,2
communicate,3
confirm,3
cry,3
comment,4
confess,4
decline,4
exclaim,6
crime,3
crime,3
counsel,6
custody,6
court,4
defend,5
convict,6
degree,2
dozen,3
drop,3
extra,3
curve,4
diamond,4
dimension,4
disk,4
fake,6
cream,2
depth,3
distance,3
degree,4
couple,3
drop,4
extent,4
drop,4
course,1
dictionary,1
diploma,2
exercise,2
curriculum,3
degree,3
exchange,3
credit,4
dissertation,5
discipline,4
fail,2
cracker,1
cup,1
cookie,2
course,2
dish,2
dish,2
drink,2
date,5
feast,5
core,6
dash,6
cream,2
fast food,2
corn,3
dinner,1
drink,1
egg,1
curry,2
dessert,2
cucumber,3
eggplant,4
fat,4
dice,6
desk,1
dining room,1
door,1
farm,1
curtain,2
drawer,2
entrance,2
exit,2
cottage,3
cupboard,3
cushion,3
faucet,3
corridor,4
estate,4
fence,4
doorway,6
facilities,4
dollar,1
euro,2
exchange rate,3
fee,3
debit,4
debt,4
economy,4
crash,5
deposit,5
deposit,5
dime,5
donor,6
debt,4
cover,5
credit,3
currency,3
expense,4
disposable income,6
expenses,5
crash,5
debit,4
compensate,5
cover,5
cover,5
deposit,5
field,2
continent,3
district,3
earthquake,4
element,4
deposit,6
countryside,3
copper,4
daylight,4
earth,4
coral,6
desert,2
fall,2
dawn,4
diamond,4
earth,3
erupt,6
erode,6
experiment,3
estimate,4
consumption,5
effort,3
exchange,3
conflict,4
escape,5
dash,4
fall,2
escape,3
cooperate,4
cope,4
crawl,4
dash,4
experiment,4
do,1
complete,2
complete,2
copy,2
cover,2
do,2
control,3
count,3
create,3
damage,3
decorate,3
defend,3
design,3
destroy,3
develop,3
discover,3
exchange,3
conduct,4
construct,4
control,4
copy,4
cut,4
demolish,4
deny,4
deprive,4
dip,4
disrupt,4
distinguish,4
distract,4
distribute,4
disturb,4
drag,4
drop,4
enable,4
estimate,4
examine,4
exploit,4
exploit,4
explore,4
extend,4
extract,4
consume,5
cross,2
cut,2
decide,2
delay,2
end,2
connect,3
continue,3
date,3
deliver,3
dig,3
divide,3
drop,3
explore,3
face,3
fasten,3
convert,4
copy,4
crack,4
distinguish,4
dominate,4
feature,4
elegance,5
cream,3
dream,3
experience,3
favorite,3
coward,4
extrovert,5
fake,6
fanatic,6
experience,3
comfort,4
command,4
courage,4
courtesy,4
credit,4
despair,4
disgrace,4
enthusiasm,4
envy,4
faith,4
fame,4
control,5
discipline,5
distress,5
drive,5
dignity,6
diplomacy,6
empathy,6
doubt,3
fear,3
concern,4
concern,4
cruelty,4
delight,4
depth,4
desire,4
emotion,4
cry,2
enjoy,1
control,3
disappoint,3
experience,3
confuse,4
doubt,4
draw,4
endure,4
envy,4
face,4
fear,4
fear,4
feel,4
corrupt,5
demonstrate,6
feel,3
council,4
declaration,5
coup,6
delegation,6
defense,5
diplomacy,6
democracy,4
control,4
daughter,1
father,1
cousin,2
date,3
enemy,3
family,3
companion,4
darling,4
daughter-in-law,4
father-in-law,4
company,4
family,1
culture,3
divorce,3
divorce,4
doll,1
department store,2
contest,3
course,3
court,3
cup,3
defeat,3
field,3
cricket,2
defense,3
extreme sports,3
export,4
dice,6
exchange,4
eliminate,5
DVD,1
disk,3
document,3
download,3
drive,3
control,4
cursor,4
database,4
desktop,4
desktop,4
device,4
cookie,6
dot,3
data,4
display,3
failure,4
crash,4
fail,4
equip,4
display,4
driver's license,2
exit,2
crash,3
cruise,3
ferry,3
crossroads,4
cycle,4
deck,4
customs,3
entry,3
departure,3
course,5
diesel,5
cruise,4
commute,5
drop,5
divert,6
company,2
day,2
employee,3
committee,4
crew,4
deadline,4
deal,4
counterpart,5
enterprise,5
executive,5
counselor,6
developer,6
duty,4
dismissal,5
disappearance,4
distraction,5
disruption,5
distraction,5
disadvantage,3
discontent,5
discrimination,5
disorder,5
displacement,5
discomfort,6
discomfort,6
disorder,6
discomfort,5
disappear,3
disappear,3
disappear,4
discriminate,5
discriminate,6
dismiss,5
displace,5
distort,5
discourage,6
disqualify,6
disturbance,6
dominance,6
endurance,6
disturbance,5
consultant,4
contestant,5
consequence,4
difference,6
existence,4
competence,5
confidence,6
difference,2
difference,3
eraser,1
driver,2
designer,3
composer,4
container,4
counter,4
dealer,4
determiner,4
entertainer,4
commander,6
ending,3
crossing,5
craving,6
cooking,2
engineering,3
drawing,2
composition,3
direction,3
conjunction,4
consideration,4
demonstration,4
explosion,4
expression,4
extension,4
extension,4
extension,4
complication,5
condition,5
convention,5
equation,5
explosion,5
federation,5
concession,6
conclusion,6
consultation,6
contradiction,6
direction,6
concentration,4
confusion,4
confusion,4
consideration,4
construction,4
destruction,4
division,4
evolution,4
expansion,4
completion,5
conservation,5
corruption,5
corruption,5
cultivation,5
definition,5
direction,5
distribution,5
domination,5
erosion,5
extinction,5
composition,6
consideration,6
consultation,6
distinction,6
elimination,6
erosion,6
connection,3
correction,3
connection,4
creation,4
decoration,4
depression,4
distinction,4
donation,4
exception,4
convention,5
emission,5
evaluation,5
exaggeration,5
exploration,5
concentration,6
conception,6
confrontation,6
conversion,6
conviction,6
dentist,2
economist,4
environmentalist,5
facility,4
equality,4
complexity,6
continuity,6
credibility,6
comparative,2
explosive,6
department,2
commitment,4
development,4
development,3
development,6
darkness,4
coolness,5
effectiveness,5
fairness,5
craziness,6
consciousness,5
doctor,1
director,3
conductor,4
editor,4
emperor,5
difficulty,4
discovery,5
difficulty,3
country,1
credit card,1
dance,1
date,1
day,1
e-mail,1
end,1
example,1
factory,1
contact,2
cook,2
corner,2
crowd,2
deck,2
diary,2
digital camera,2
disco,2
discount,2
dream,2
dresser,2
end,2
engine,2
engineer,2
fact,2
fan,2
contract,3
copy,3
count noun,3
cover,3
cover,3
crew,3
crop,3
cross,3
CV,3
dance,3
danger,3
date,3
definite article,3
deposit,3
design,3
detail,3
detective,3
disc jockey,3
disk,3
DJ,3
drive,3
drugstore,3
