word,frequency
abrumante,4
abrumar,7
abrumaron,5
abrumarte,7
abrumó,9
abrupta,27
abruptamente,37
abrupto,31
absceso,44
abscesos,10
absolución,69
absolutamente,2409
absolutas,10
absolutismo,2
absoluto,1523
absolutos,15
absolver,19
absolverla,2
absolverlo,8
absolverme,3
absolverte,5
absolvieron,22
absolvió,10
absorba,20
absorban,6
absorbas,4
absorbe,75
absorben,30
absorbente,20
absorber,79
absorberá,14
absorberán,2
absorberé,3
absorbería,4
absorberla,2
absorberlo,6
absorberlos,6
absorbes,5
absorbí,6
absorbida,22
absorbidas,6
absorbido,34
absorbidos,10
absorbiendo,33
absorbiéndolo,2
absorbiera,2
absorbieran,2
absorbieron,8
absorbió,24
absorbiste,3
absorbo,7
absorción,24
absorta,9
absorto,23
absortos,6
abstemia,3
abstemio,13
abstención,6
abstendrá,2
abstendrán,2
abstendré,3
abstenemos,2
abstenerme,8
abstenernos,2
abstenerse,13
abstenerte,2
abstenga,5
absténgase,3
abstengo,2
abstente,2
abstiene,8
abstienen,5
abstinencia,148
abstinente,3
abstracción,9
abstracciones,5
abstracta,19
abstractas,12
abstracto,63
abstractos,10
abstraerse,2
abstraído,10
abstraigo,2
abstuve,4
abstuvo,2
absuelta,12
absueltas,2
absuelto,69
absueltos,13
absuelva,9
absuélvame,3
absuelvan,7
absuelve,16
absuelven,3
absuelves,2
absuelvo,11
absurda,130
absurdamente,10
absurdas,52
absurdeces,2
absurdo,646
absurdos,23
abuchea,3
abucheado,3
abucheador,2
abucheando,3
abuchearon,2
abuchearte,2
abucheaste,2
abucheen,2
abucheo,3
abucheos,15
abuela,4402
abuelas,70
abuelita,320
abuelito,103
abuelitos,6
abuelo,3278
abuelos,353
abultada,15
abultadas,6
abultado,17
abultados,6
abunda,23
abundan,32
abundancia,112
abundando,3
abundante,88
abundantemente,10
abundantes,23
aburguesada,2
aburra,16
abúrrame,2
aburras,18
aburre,137
aburren,29
aburres,53
abúrrete,2
aburrí,37
aburría,18
aburrían,3
aburrías,2
aburrida,620
aburridas,137
aburridísima,9
aburridísimas,4
aburridísimo,17
aburridísimos,2
aburrido,1427
aburridor,3
aburridos,209
aburriendo,80
aburriéndome,2
aburriéndote,3
aburrieron,11
aburrimiento,175
aburrimos,12
aburrió,27
aburrir,23
aburrirá,16
aburrirán,4
aburrirás,11
aburriré,11
aburriremos,3
aburriría,16
aburrirían,2
aburrirías,5
aburrirla,3
aburrirle,3
aburrirlo,5
aburrirme,23
aburrirnos,11
aburrirse,21
aburrirte,37
aburrís,2
aburriste,20
aburro,99
abusa,48
abusaba,28
abusaban,14
abusada,24
abusadas,6
abusado,83
abusador,65
abusadora,7
abusadores,37
abusados,20
abusamos,5
abusan,30
abusando,56
abusándome,12
abusar,117
abusara,10
abusaran,3
abusarán,3
abusaremos,3
abusaría,2
abusarían,2
abusarme,4
abusaron,45
abusas,16
abusaste,15
abuse,19
abusé,23
abusen,18
abuses,29
abusiva,27
abusivo,51
abusivos,10
abuso,520
abusó,87
abusón,9
abusos,129
abyecto,14
acá,8163
acaba,6068
acababa,396
acabábamos,46
acababan,63
acababas,34
acabad,6
acabada,115
acabadas,10
acabado,1468
acabados,113
acábala,22
acábalo,63
acábalos,13
acabamos,1506
acaban,1428
acabando,267
acabándose,4
acabar,1783
acabara,127
acabará,515
acabáramos,10
acabaran,27
acabarán,115
acabaras,32
acabarás,127
acabaré,168
acabaréis,3
acabaremos,111
acabaría,142
acabaríamos,20
acabarían,24
acabarías,31
acabarla,15
acabarlo,31
acabarlos,10
acabarme,11
acabarnos,5
acabaron,511
acabarse,58
acabarte,16
acabas,2020
acabás,15
acabase,12
acabaste,208
acábate,7
acábatelas,3
acábatelo,2
acabe,846
acabé,316
acabeis,2
acabemos,256
acabémoslo,2
acabémoslos,2
acaben,173
acábenlo,10
acábenlos,11
acabes,140
acabo,5792
acabó,5015
acacia,6
academia,639
academias,4
académica,96
académicamente,16
académicas,9
académico,157
acaece,3
acaecida,2
acaecido,3
acaecidos,2
acalambra,2
acalambrada,3
acalambrando,5
acalambrarme,3
acalambraron,2
acalambró,4
acallada,2
acallado,3
acallar,10
acallarla,8
acallarlo,3
acalorada,14
acaloradas,2
acalorado,16
acalorados,2
acaloramos,2
acalorando,2
acampa,14
acampaban,2
acampada,27
acampado,18
acampados,5
acampamos,23
acampan,9
acampanado,2
acampanados,2
acampando,39
acampar,243
acampáramos,2
acamparán,2
acamparé,6
acamparemos,32
acamparon,9
acampas,2
acampemos,10
acampo,2
acampó,5
acantilado,157
acantilados,52
acapara,19
acaparado,7
acaparador,6
acaparadora,4
acaparamiento,2
acaparan,7
acaparando,10
acaparar,27
acapararás,2
acapararlo,2
acaparas,6
acapares,12
acaparó,11
acapulco,26
acaramelada,8
acarameladas,11
acaramelado,6
acaricia,29
acariciaba,20
acariciabas,2
acariciada,2
acariciado,4
acarícialo,2
acaríciame,8
acariciamos,6
acarician,13
acariciando,31
acariciándolo,3
acariciándome,3
acariciándote,4
acariciar,61
acariciarlas,4
acariciarlo,20
acariciarlos,3
acariciarme,10
acariciarse,5
acariciarte,13
acaricias,24
acariciaste,7
acaricie,12
acaricié,13
acaricien,7
acaricies,2
acaricio,29
acarició,21
acarrea,17
acarreaba,3
acarreado,4
acarrean,4
acarreando,13
acarrear,14
acarreará,2
acarrearan,2
acarrearán,2
acarrearé,2
acarrearía,3
acarreas,5
acarreo,4
acarreó,2
acartonada,5
acartonado,4
acartonados,3
acaso,3015
acata,3
acatado,2
acatamos,3
acatan,8
acatando,5
acatar,29
acatará,4
acataré,7
acatas,5
acaten,2
acates,3
acato,3
acató,4
acaudalada,2
acaudalado,16
acaudalados,6
acceda,44
accedan,13
accedas,16
accede,55
accedemos,14
acceden,12
acceder,492
accederá,14
accederé,9
accederemos,6
accedería,10
accederlas,2
accederse,3
accedes,20
accedí,59
accedían,2
accedido,102
accediendo,42
accediera,15
accedieran,2
accedieras,4
accediese,2
accedió,159
accediste,32
accedo,18
accesibilidad,4
accesible,84
accesibles,22
acceso,2231
accesorio,47
accesorios,163
accesos,41
access,13
accidentada,7
accidentadas,2
accidentado,17
accidental,167
accidentales,19
accidentalmente,317
accidente,5133
accidentes,442
accidentó,11
acción,3288
acciona,16
accionada,3
accionado,5
accionamos,2
accionan,2
accionar,41
accionarán,4
accionaria,2
accionario,8
accionarios,2
accionas,7
accione,8
accioné,2
accionen,2
acciones,1441
accionista,53
accionistas,154
accionó,4
acebo,23
acecha,65
acechaba,16
acechaban,3
acechado,10
acechador,20
acechadora,6
acechadores,6
acechan,25
acechando,90
acechándolo,2
acechándome,14
acechándonos,4
acechándote,5
acechanzas,12
acechar,31
acechara,2
acechará,6
acecharán,4
acecharé,2
acecharemos,3
acecharla,3
acecharme,11
acecharnos,3
acecharte,4
acechas,9
aceches,2
acecho,67
aceitada,12
aceitado,7
aceitamos,3
aceitar,7
aceitarías,4
aceite,761
aceiten,3
aceites,36
aceitosa,8
aceitosas,3
aceitoso,11
aceitosos,3
aceituna,22
aceitunas,117
acelera,283
aceleraba,13
aceleraban,2
aceleración,39
acelerada,34
aceleradamente,7
aceleradas,2
acelerado,108
acelerador,158
aceleradores,7
aceleramos,13
aceleran,24
acelerando,61
acelerante,20
acelerantes,6
acelerar,195
acelerará,12
acelerarás,4
aceleraremos,4
aceleraría,14
acelerarlo,13
acelerarse,7
acelerarte,2
aceleras,10
aceleraste,4
acelere,38
aceleré,5
aceleren,10
aceleres,17
acelero,8
aceleró,38
acelga,3
acento,542
acentos,33
acentúa,5
acentuada,7
acentuado,3
acentúan,6
acentuar,10
acentuará,2
acentuarla,2
acentuarlo,2
acentúas,3
acentuó,2
acentúo,2
acepción,2
acepta,786
aceptaba,73
aceptaban,14
aceptabas,6
aceptabilidad,2
aceptable,269
aceptables,41
aceptación,119
aceptada,177
aceptadas,47
aceptado,538
aceptados,37
aceptáis,3
acéptala,14
acéptalo,187
acéptalos,5
acéptame,22
aceptamos,257
aceptan,297
aceptando,128
aceptándolo,10
aceptándome,3
aceptar,2044
aceptara,99
aceptará,192
aceptáramos,2
aceptaran,21
aceptarán,71
aceptaras,50
aceptarás,65
aceptaré,335
aceptaremos,52
aceptaría,202
aceptaríamos,5
aceptarían,36
aceptarias,2
aceptarías,67
aceptarla,101
aceptarlas,12
aceptarlo,519
aceptarlos,18
aceptarme,37
aceptarnos,11
aceptaron,245
aceptarse,7
aceptarte,18
aceptas,472
aceptase,2
aceptasen,2
aceptaste,179
acepte,324
acepté,384
acéptelo,23
acéptelos,2
aceptemos,44
aceptémoslo,39
acepten,111
acéptenlo,13
aceptes,172
acepto,1120
aceptó,502
acequia,2
acera,235
aceras,23
acerca,6358
acercaba,132
acercábamos,10
acercaban,23
acercabas,5
acercadlo,2
acercado,93
acércala,3
acércale,5
acércalo,23
acércame,19
acercamiento,172
acercamientos,9
acercamos,168
acercan,271
acercando,327
acercándome,24
acercándonos,52
acercándose,212
acercándote,14
acercante,2
acercaos,6
acercar,132
acercara,64
acercará,66
acercáramos,5
acercaran,9
acercarán,16
acercaras,34
acercarás,23
acercarce,2
acercaré,54
acercaremos,27
acercaría,37
acercaríamos,4
acercarías,7
acercarla,3
acercarle,6
acercarlo,4
acercarlos,7
acercarme,313
acercármele,15
acercármeles,4
acercármelos,2
acercarnos,166
acercaron,36
acercaros,5
acercarse,412
acercársele,21
acercárseme,3
acercársenos,2
acercarte,247
acercártele,7
acercas,181
acercaste,54
acércate,438
acércatele,4
acerco,144
acercó,338
acero,659
aceros,11
acerque,377
acerqué,143
acerquéis,10
acérquela,2
acerquémonos,9
acerquemos,16
acerquen,189
acérquenle,2
acérquense,234
acerques,611
acérquese,2
acérquese,103
acérrimo,17
acertaba,4
acertada,51
acertadamente,9
acertadas,10
acertado,142
acertados,15
acertamos,7
acertando,3
acertar,53
acertará,2
acertaré,4
acertaría,5
acertarle,7
acertarlo,2
acertaron,12
acertaste,67
acerté,56
acertijo,148
acertijos,89
acertó,71
acetato,5
acético,3
acetilcolina,5
acetona,14
achaca,2
achacado,2
achacamos,2
achacar,3
achacarle,4
achacarme,2
achacaron,2
achacárselo,2
achacó,3
achaquen,2
achaques,13
achica,16
achicado,3
achicamos,2
achicando,12
achicar,25
achicaran,3
achicaré,2
achicaremos,2
achicarlo,2
achicarnos,2
achicaron,5
achicarse,5
achicharra,2
achicharró,3
achicó,5
achicoria,14
achique,2
achiqué,2
achiquen,4
achiques,4
achuchoncillo,3
aciagos,2
acicalada,4
acicalado,5
acicalamiento,2
acicalan,3
acicalando,4
acicalarme,2
acicalarse,2
ácida,38
ácidas,16
acidez,43
ácido,424
ácidos,23
acidosis,10
acierta,33
aciertan,6
aciertas,22
acierte,9
aciertes,7
acierto,61
aciertos,16
aclamación,6
aclamaciones,2
aclamada,8
aclamado,14
aclamados,4
aclamamos,7
aclamando,4
aclamándote,2
aclamaron,4
aclamemos,9
aclamen,12
aclara,91
aclaraba,3
aclaración,21
aclaraciones,8
aclaradas,3
aclarado,96
aclárale,4
acláralo,8
aclárame,15
acláramelo,2
aclaramos,26
aclaran,7
aclarando,29
aclarar,571
aclarará,40
aclaráramos,3
aclararas,3
aclararás,3
aclararemos,20
aclararía,9
aclararle,19
aclararles,5
aclararlo,76
aclararlos,3
aclararme,20
aclarármelo,9
aclararon,9
aclararse,19
aclarárselo,3
aclarárselos,2
aclararte,40
aclarártelo,6
aclaras,3
aclaraste,16
aclárate,3
aclaratoria,3
aclaratorias,2
aclare,79
aclaré,18
aclárele,2
aclárelo,2
acláreme,6
aclaremos,94
aclarémoslo,3
aclaren,8
aclárenlo,2
aclares,13
aclaro,46
aclaró,60
aclimata,2
aclimatado,3
aclimatando,3
aclimatará,2
aclimatarme,3
aclimatarse,6
aclimate,2
aclimaten,2
acné,84
acobarda,6
acobardaba,3
acobardado,10
acobardan,3
acobardando,10
acobardar,7
acobardaras,2
acobardarás,5
acobardaría,2
acobardarías,4
acobardarme,8
acobardarse,4
acobardarte,7
acobardas,5
acobardaste,20
acobarde,2
acobardé,24
acobardes,14
acobardó,10
acoge,11
acogedor,128
acogedora,44
acogedoramente,2
acógela,6
acogemos,3
acogen,2
acoger,18
acogerá,3
acogería,4
acogerla,6
acogerlo,6
acogerlos,2
acogerme,11
acogernos,7
acogerse,3
acogí,2
acogía,3
acogida,66
acogido,13
acogieron,11
acogimos,5
acogió,15
acogiste,2
acoja,5
acojan,4
acojo,6
acojona,3
acojonado,14
acojonamos,2
acojonando,4
acojonó,2
acolchada,8
acolchadas,6
acolchado,23
acolchados,14
acolchonada,7
acolchonadas,4
acolchonado,7
acolchonados,2
acolchonamiento,3
acolchonarlos,2
acolchonó,2
acólita,2
acólito,21
acólitos,15
acometer,2
acometió,3
acomoda,30
acomodaba,2
acomodadas,3
acomodado,28
acomodador,35
acomodadores,15
acomodados,12
acomódala,2
acomódalas,3
acomódalo,3
acomodamos,8
acomodan,8
acomodando,28
acomodándose,6
acomodar,82
acomodara,2
acomodaré,11
acomodaremos,4
acomodarla,4
acomodarlas,2
acomodarle,3
acomodarlo,6
acomodarlos,6
acomodarme,13
acomodarnos,4
acomodaron,8
acomodarse,19
acomodarte,15
acomodas,10
acomodaste,5
acomódate,33
acomode,12
acomodé,7
acomodemos,3
acomoden,5
acomódense,18
acomodes,9
acomódese,7
acomodo,25
acomodó,11
acompaña,239
acompañaba,52
acompañaban,11
acompañabas,2
acompañada,84
acompañadas,9
acompañadla,2
acompañado,179
acompañados,19
acompáñala,10
acompáñale,2
acompáñalo,17
acompáñalos,7
acompáñame,178
acompañamiento,30
acompañamos,29
acompañan,87
acompañando,34
acompañándola,3
acompañándome,8
acompañándonos,2
acompáñanos,54
acompañante,335
acompañantes,109
acompañar,221
acompañara,75
acompañará,160
acompañarán,24
acompañaras,46
acompañarás,45
acompañare,9
acompañaré,183
acompañaremos,18
acompañaría,32
acompañarían,2
acompañarías,28
acompañarla,61
acompañarlas,16
acompañarle,17
acompañarlo,79
acompañarlos,54
acompañarme,380
acompañarnos,235
acompañaron,10
acompañaros,2
acompañarte,147
acompañas,205
acompañás,6
acompañase,5
acompañe,466
acompañé,43
acompáñeme,89
acompañemos,9
acompañen,62
acompáñenme,50
acompáñennos,21
acompáñenos,40
acompañes,67
acompaño,380
acompañó,82
acompasada,3
acomplejada,5
acomplejado,8
acomplejarme,2
acondicionado,345
acondicionador,48
acondicionados,10
acondicionamiento,14
acondicionamos,2
acondicionar,6
acondicionarla,4
acongojada,7
acongojado,4
aconseja,42
aconsejable,30
aconsejada,4
aconsejadas,5
aconsejado,25
aconsejados,9
aconséjame,4
aconsejan,10
aconsejando,26
aconsejándome,3
aconsejándote,2
aconsejar,40
aconsejara,9
aconsejará,6
aconsejaran,2
aconsejaré,6
aconsejaría,36
aconsejarla,3
aconsejarle,23
aconsejarles,5
aconsejarlo,7
aconsejarlos,2
aconsejarme,18
aconsejaron,18
aconsejarte,33
aconsejas,19
aconsejaste,14
aconseje,24
aconsejé,33
aconsejo,189
aconsejó,62
acontece,4
acontecer,2
acontecerán,2
acontecido,13
acontecieron,2
aconteciese,2
acontecimiento,157
acontecimientos,202
aconteció,7
acopio,9
acopla,3
acoplada,7
acoplado,39
acopladores,3
acoplamiento,37
acoplamientos,3
acoplamos,2
acoplan,5
acoplando,4
acoplar,17
acoplaron,3
acoplarse,15
acople,15
acoplen,2
acopló,3
acorazada,47
acorazado,37
acorazados,6
acordábamos,5
acordaban,2
acordabas,19
acordada,10
acordado,213
acordados,2
acordáis,14
acordamos,405
acordando,16
acordar,186
acordara,13
acordará,35
acordarán,13
acordarás,37
acordaré,18
acordaremos,14
acordaría,35
acordarme,114
acordarnos,12
acordaron,49
acordaros,2
acordarse,36
acordarte,44
acordaste,2
acordaste,72
acordate,12
acorde,109
acordé,149
acordemos,12
acordeón,44
acordeonero,3
acordeones,2
acordes,53
acordó,94
acordona,2
acordonada,7
acordonado,6
acordonamos,3
acordonando,6
acordonar,10
acordonaré,2
acordone,2
acordonen,11
acordonó,4
acorrala,13
acorralaban,2
acorralada,21
acorraladas,5
acorralado,53
acorralados,26
acorralamos,9
acorralan,11
acorralando,13
acorralar,6
acorralarán,2
acorralarlo,6
acorralarlos,6
acorralarme,2
acorralarte,2
acorralas,4
acorralaste,4
acorrale,8
acorralé,4
acorralen,2
acorrales,4
acorraló,17
acorta,18
acortaba,3
acortado,5
acórtalos,3
acortamiento,3
acortan,8
acortando,10
acortar,46
acortará,5
acortarán,2
acortaré,2
acortaremos,2
acortarla,2
acortarlo,4
acortarse,6
acortaste,2
acorte,3
acorté,5
acortemos,2
acortó,8
acosa,53
acosaba,18
acosaban,9
acosabas,5
acosada,22
acosado,52
acosador,169
acosadora,50
acosadoras,3
acosadores,23
acosados,14
acosamos,2
acosan,33
acosando,116
acosándolo,2
acosándolos,3
acosándome,30
acosándonos,2
acosándote,12
acosar,52
acosará,3
acosarán,4
acosaras,2
acosaré,2
acosaremos,3
acosaría,2
acosarla,9
acosarlo,11
acosarlos,2
acosarme,30
acosarnos,2
acosaron,8
acosarte,16
acosas,23
acose,7
acosé,5
acosen,13
acoses,6
acoso,332
acosó,25
acostaba,146
acostábamos,11
acostaban,19
acostabas,54
acostada,151
acostadas,7
acostado,482
acostados,46
acostamos,127
acostando,166
acostándome,36
acostándonos,4
acostándose,59
acostándote,51
acostar,266
acostara,54
acostará,20
acostarais,2
acostáramos,3
acostaran,2
acostarán,9
acostaras,24
acostarás,30
acostaré,88
acostaremos,17
acostaría,63
acostaríamos,3
acostarían,2
acostarías,27
acostarlo,12
acostarme,471
acostarnos,80
acostaron,55
acostarse,505
acostarte,501
acostaste,458
acostasteis,3
acosté,469
acostémonos,8
acostemos,9
acostumbra,94
acostumbraba,65
acostumbrábamos,7
acostumbraban,5
acostumbrabas,7
acostumbrada,297
acostumbradas,17
acostumbrado,447
acostumbrador,2
acostumbrados,104
acostumbramos,29
acostumbran,33
acostumbrando,93
acostumbrándome,8
acostumbrándote,9
acostumbraos,2
acostumbrar,31
acostumbrará,15
acostumbraran,2
acostumbrarán,11
acostumbraras,3
acostumbrarás,85
acostumbraré,32
acostumbraría,4
acostumbrarme,147
acostumbrarnos,26
acostumbraron,8
acostumbrarse,125
acostumbrarte,76
acostumbras,103
acostumbraste,6
acostúmbrate,110
acostumbre,34
acostumbré,56
acostumbrémonos,4
acostumbremos,7
acostumbren,15
acostúmbrense,20
acostumbres,61
acostúmbrese,10
acostumbro,90
acostumbró,26
acota,4
acotación,11
acotaciones,5
acotada,2
acotar,11
acre,34
acrecentado,2
acrecentar,4
acrecienta,5
acreditación,41
acreditada,7
acreditado,11
acreditan,2
acreditarán,3
acreditaron,2
acreditarse,2
acreditas,2
acredite,6
acrediten,2
acreditó,2
acreedor,10
acreedores,37
acres,81
acribillada,2
acribillado,11
acribillan,4
acribillar,4
acribillarlo,2
acribillaron,6
acribillen,2
acribilló,3
acrílicas,3
acrílico,14
acristalado,3
acrobacia,23
acrobacias,50
acróbata,34
acróbatas,15
acrobáticas,2
acrobático,3
acrobáticos,2
acrónimo,10
acrópolis,10
acróstico,2
acta,197
actas,53
actitud,1159
actitudes,57
activa,405
activaba,3
activaban,2
activación,144
activaciones,4
activada,114
activadas,22
activado,260
activador,5
activadores,5
activados,39
actívala,3
actívalo,4
activamente,40
activamos,11
activan,32
activando,77
activándose,4
activar,275
activara,17
activará,45
activarán,14
activarás,5
activaré,27
activaremos,8
activaría,7
activarla,15
activarlas,2
activarlo,25
activaron,44
activarse,19
activas,50
activaste,14
active,59
activé,22
actívelo,2
activemos,6
activen,30
actívenla,3
actividad,906
activismo,15
activista,115
activistas,60
activo,388
activó,117
activos,206
acto,1595
actor,1232
actorcito,4
actores,721
actos,570
actrices,132
actriz,780
actúa,726
actuaba,130
actuábamos,9
actuaban,28
actuabas,18
actuación,874
actuaciones,81
actuad,2
actuado,157
actuados,2
actual,762
actuales,164
actualicen,4
actualícense,2
actualices,9
actualidad,141
actualiza,15
actualización,93
