trigram,frequency,probability
oft,9311134315,0.0015464762000780119
oth,9268238918,0.0015393517501120682
ice,9216488654,0.0015307566048895548
out,9109347899,0.0015129617130900704
ill,8856637789,0.0014709893649944674
ide,8762459520,0.0014553473984363846
eth,8761791336,0.0014552364204804972
ies,8755941598,0.0014542648438403537
one,8734828995,0.0014507582745055525
ser,8638918094,0.001434828536977699
eco,8634091171,0.0014340268385716216
era,8576303979,0.0014244290265248798
str,8562859196,0.0014221959970978186
eve,8494214965,0.001410794951218463
din,8409981481,0.0013968047032155105
rat,8359118483,0.0013883569230406611
ona,8349559915,0.0013867693508481933
ces,8338433547,0.0013849213844540677
edi,8301169405,0.0013787322235237513
iti,8274710654,0.0013743377182657429
eri,8255178069,0.0013710935724069683
ran,8085921288,0.0013429818972164771
san,8028613003,0.0013334636263139714
ity,7977725523,0.0013250117799502939
oun,7953797964,0.0013210376776263857
nal,7901959084,0.0013124278142685397
use,7847978561,0.001303462247747522
ure,7815758547,0.0012981108605661653
rin,7789909616,0.0012938176396505826
ame,7785396816,0.001293068113592896
act,7780788086,0.0012923026546255495
igh,7777301857,0.0012917236306318953
ese,7747062209,0.001286701160291692
ave,7740219867,0.0012855647231297075
sti,7735728445,0.0012848187477208556
nts,7703419247,0.0012794525480656627
hes,7667255097,0.0012734460836136407
sit,7634282993,0.001267969782619856
der,7607432624,0.001263510233952953
fth,7595352455,0.001261503851785173
les,7567750237,0.0012569194293332705
man,7547990267,0.0012536375173464542
ant,7529985399,0.001250647108347339
ind,7487181360,0.001243537831932534
new,7349340050,0.0012206439182490887
pri,7346350184,0.0012201473346477789
ree,7338235853,0.001218799634212308
ble,7301450674,0.0012126900237272066
ast,7296466185,0.0012118621553550758
nta,7285962164,0.0012101175538992198
tur,7255257009,0.0012050177680062476
por,7235072745,0.0012016653854891352
ght,7211373509,0.0011977292050846715
ain,7203902170,0.0011964882984931298
anc,7170617892,0.0011909601488582504
cha,7166970708,0.0011903543920232084
eas,7144091746,0.0011865544500377846
par,7090030518,0.0011775754793108446
ove,7082360635,0.0011763015967616718
nde,7001782845,0.0011629185190104318
rom,7000056098,0.0011626317254739285
rec,6994110775,0.0011616442732248007
ert,6973945867,0.001158295105524736
lan,6973440028,0.0011582110912738287
cal,6961946111,0.0011563020790649149
sof,6893604325,0.0011449512659475955
can,6861067469,0.001139547254822087
orm,6811887554,0.0011313790160773364
tes,6794181060,0.0011284381636922824
ost,6762274549,0.0011231388458841892
cat,6716493366,0.0011155350988512568
son,6709265158,0.0011143345736238197
tic,6664284326,0.0011068637560204644
end,6663626810,0.001106754549901127
hea,6659669886,0.0011060973486854105
ina,6651182188,0.001104687636129841
red,6642804662,0.0011032962219222654
wor,6637704263,0.0011024491021839437
ber,6597498432,0.0010957713593179974
lic,6582149201,0.001093222022188067
han,6578893232,0.0010926812418280865
mat,6573067826,0.001091713706463434
tat,6530894805,0.0010847092351438845
hin,6516345939,0.001082292829768776
nes,6497781151,0.0010792094242641167
pre,6488727797,0.0010777057625169838
sho,6455765345,0.001072231064613411
ren,6448696005,0.0010710569255997953
ein,6448143573,0.00107096517276805
eme,6402422147,0.0010633713507104388
ric,6395194174,0.0010621708645138968
ust,6379227540,0.0010595189835892946
fro,6375179963,0.0010588467259151249
rth,6370312621,0.0010580383143611735
inc,6370252546,0.0010580283365695772
eat,6369047797,0.001057828241114766
ase,6327795380,0.0010509766719151445
nti,6317158311,0.0010492099726612644
ard,6311394005,0.0010482525853293466
rch,6274084817,0.0010420559427577443
ndi,6269566407,0.0010413054849412419
lea,6244702983,0.001037175945814467
tan,6217725873,0.0010326953468723298
ssi,6195368725,0.0010289820724082377
nin,6130432182,0.001018196832407665
min,6092377855,0.001011876430507686
ail,6072492710,0.001008573728340877
omp,6060470158,0.001006576915718139
ins,6014649559,0.0009989666221245149
cou,5995557118,0.0009957955793053466
ell,5986380502,0.0009942714451063163
erv,5983848823,0.0009938509612869141
tal,5977899885,0.0009928629086263573
enc,5973938086,0.0009922048977271778
ass,5966350848,0.000990944741596423
tth,5939891775,0.000986550182857784
lle,5912788121,0.0009820485663599287
ele,5861110005,0.0009734654041204878
mor,5853333602,0.0009721738297800403
ean,5821419268,0.0009668732126583613
sth,5804667004,0.0009640908472991067
tem,5802727192,0.0009637686660278309
sea,5786861403,0.0009611335343399084
rma,5766719323,0.0009577881581176058
als,5733501281,0.0009522710095481308
und,5724495752,0.0009507752910033799
pla,5722840349,0.0009505003469144611
ple,5715951078,0.0009493561153657631
eal,5688417224,0.0009447830474164771
rie,5668790174,0.0009415232119683037
ema,5633677134,0.0009356913252362104
ali,5565221840,0.000924321659698275
nda,5557391188,0.0009230210752002526
ack,5545389093,0.0009210276602584583
hen,5532909018,0.0009189548581368524
ial,5531098938,0.0009186542239127571
ord,5507276734,0.0009146976198865373
ana,5502597527,0.0009139204554706958
arc,5491331558,0.000912049302897883
ori,5441192075,0.0009037216905447027
che,5399280917,0.0008967607117668223
tho,5387244363,0.0008947615735670901
eof,5386724990,0.000894675311468801
lis,5384955984,0.0008943814991808193
dis,5358834980,0.0008900430899557406
een,5358525566,0.0008899916997200525
car,5357500581,0.0008898214610730402
ngt,5353297143,0.000889123316614418
ire,5337275614,0.0008864623182388017
ead,5327711206,0.0008848737760870677
eto,5293783627,0.000879238781286784
ene,5291163831,0.0008788036622104184
att,5277287215,0.0008764989101087276
nto,5271110670,0.0008754730544483895
omm,5264607931,0.000874393021580362
pos,5248084605,0.0008716486802852348
abl,5231381622,0.0008688744999538229
lat,5230707353,0.0008687625113468848
nds,5194523830,0.0008627528292543034
dat,5176782537,0.0008598061971410805
lit,5168451640,0.000858422527493544
gra,5145224530,0.0008545647619843807
mes,5129904687,0.0008520203058754977
hec,5118992363,0.0008502078898171928
kin,5113676314,0.000849324953004252
esa,5100639139,0.0008471596227478436
vie,5095452194,0.0008462981286782445
ote,5072613471,0.0008425048699446898
dth,5071057720,0.0008422464769483745
ern,5070614435,0.000842172852223485
sio,5066515348,0.00084149203930928
ono,5061933049,0.0008407309702380579
esi,5010935514,0.0008322608449587894
inf,4991364904,0.0008290103835690045
mer,4985030014,0.0008279582285593479
nfo,4979480372,0.0008270364945383783
hav,4964976887,0.0008246276264443422
mar,4963752374,0.0008244242484082059
chi,4954082528,0.0008228181941734035
ten,4922100556,0.0008175063431296608
uni,4895469337,0.0008130831928485809
ime,4890637336,0.0008122806510429906
nat,4886046885,0.0008115182280149298
des,4884915884,0.0008113303812854559
hou,4877372246,0.0008100774666314152
rit,4851266103,0.0008057415256537093
tim,4847389716,0.0008050977007409771
den,4814416882,0.0007996212785022842
sco,4803130426,0.0007977467232658604
ans,4801849021,0.0007975338960991459
hel,4783531522,0.0007944915625563015
nst,4770081711,0.0007922576980341735
rti,4763652071,0.0007911898060997772
rep,4762450270,0.0007909902002750887
eso,4756210858,0.0007899539031029025
tot,4738960589,0.0007870888246333043
any,4728608853,0.0007853695160279391
tri,4713923893,0.0007829305069479699
ret,4674859628,0.0007764423655408894
fin,4667133785,0.0007751591886560074
spe,4667036517,0.0007751430335193784
duc,4662832865,0.0007744448535177284
ntr,4651770228,0.0007726074721362739
mbe,4649564107,0.0007722410598920111
usi,4623695244,0.0007679445284921653
tiv,4622565482,0.0007677568875468577
ner,4620092388,0.0007673461340465678
ous,4609890966,0.000765651790930441
was,4603563125,0.0007646008066815495
hem,4575052065,0.0007598654356475429
ens,4570790914,0.0007591577056993429
ale,4543565342,0.0007546358399730927
day,4539446130,0.0007539516845194641
unt,4530723543,0.0007525029595046312
tte,4529716052,0.0007523356264171057
ngs,4486451266,0.0007451498250327694
tre,4474109304,0.0007430999619495445
ral,4465013178,0.0007415891962473197
rou,4462083296,0.0007411025753235147
sed,4461687073,0.0007410367670751646
nge,4454033649,0.0007397656181834512
edt,4453089784,0.0007396088526692609
wil,4452969888,0.0007395889392726529
ini,4415076911,0.0007332953358191834
nit,4406118068,0.0007318073713015395
ora,4393075857,0.0007296412046213529
har,4384747787,0.0007282580045071803
tof,4350567797,0.0007225810870376567
las,4341714766,0.0007211106967203356
mon,4332298746,0.0007195468001705886
ton,4327808715,0.0007188010557914182
ile,4322547422,0.0007179272133431324
ope,4315224196,0.000716710906679126
fre,4303594420,0.0007147793297962468
ors,4277879739,0.0007105084063175644
ven,4276023029,0.0007102000273673413
eli,4266243336,0.0007085757287634423
uct,4263070575,0.0007080487683299395
shi,4262515709,0.0007079566112377741
abo,4258547437,0.0007072975252450449
ook,4246721431,0.000705333356734285
gin,4242936469,0.0007047047165006487
evi,4235683328,0.0007035000501782823
ang,4234472400,0.0007032989284600626
ary,4220518900,0.0007009814067781956
ond,4214594196,0.0006999973791164158
rac,4199437411,0.0006974800051339098
app,4198606658,0.0006973420262691249
ses,4172839925,0.000693062457530215
sen,4165540187,0.000691850051962655
own,4163643693,0.0006915350653310192
ani,4163563121,0.0006915216832149229
dit,4162143900,0.0006912859663382352
iss,4156164118,0.0006902927908311697
efo,4152621739,0.0006897044409449125
ork,4143488317,0.0006881874807904967
ndt,4131774029,0.0006862418674011939
tel,4125854543,0.0006852587063913751
sse,4107858861,0.0006822698230850373
log,4107826461,0.0006822644418041764
hei,4096586539,0.0006803976153493447
epr,4083386026,0.0006782051564616629
isi,4083366927,0.0006782019843294666
rel,4079091804,0.0006774919337869397
mai,4075588563,0.0006769100842886558
off,4064185949,0.0006750162364959901
top,4056006258,0.0006736576804890045
tis,4044157867,0.000671689794077872
iew,4042686577,0.0006714454291174453
cen,4031052240,0.0006695130947030225
net,4026381400,0.0006687373199531367
cia,4020303844,0.000667727905268451
low,4002813370,0.0006648229314109149
,3998764397,0.0006641504418766192
erm,3994057455,0.0006633686709847075
vel,3987040565,0.0006622032433347074
has,3984805610,0.0006618320420826562
wer,3979384650,0.0006609316807155057
onl,3979086014,0.0006608820805861484
oul,3974453966,0.0006601127487574712
ose,3967196545,0.0006589073715745467
dto,3965377133,0.0006586051874086923
ade,3961680814,0.0006579912697947892
ake,3960596880,0.0006578112403722993
hot,3955446422,0.0006569558063889585
let,3939345949,0.0006542816962900002
cre,3911644784,0.0006496808398381798
war,3899414787,0.0006476495729003744
oll,3892217242,0.0006464541404573519
ery,3883333693,0.0006449786814385087
fic,3876847388,0.0006439013780757179
gen,3836974595,0.0006372789491299985
ien,3835543181,0.0006370412071311646
lar,3817850411,0.0006341026341503866
oli,3812915052,0.0006332829257266723
vid,3809576044,0.000632728353509241
rev,3807313241,0.000632352527013072
mpl,3806175749,0.000632163602200448
ach,3799166227,0.000630999398293577
ari,3791995006,0.0006298083379751651
its,3788980745,0.0006293077026347626
ish,3787325139,0.000629032724829794
ndo,3781249534,0.0006280236341845825
ews,3781048907,0.0006279903122637405
ili,3777745194,0.0006274416021545804
vic,3773028217,0.0006266581645604021
eda,3740169264,0.0006212006566934905
lec,3738131948,0.0006208622810886019
bou,3736708437,0.0006206258516904668
spo,3725032224,0.0006186865621366204
ult,3724077889,0.0006185280576714851
rvi,3722003645,0.0006181835487351263
but,3719687608,0.0006177988806616318
tar,3714915493,0.0006170062852568327
nga,3714447921,0.0006169286267304534
hom,3713259626,0.0006167312641026572
fer,3709874139,0.0006161689722385243
sel,3703866786,0.0006151712174939707
acc,3680387742,0.0006112716085399799
ick,3675106165,0.000610394397144133
hep,3673118427,0.0006100642558954949
eed,3672133030,0.0006099005923764677
ges,3663779684,0.000608513194198868
ian,3655322894,0.0006071086151194975
sec,3649778260,0.0006061877128718165
gre,3649379201,0.0006061214335953021
ory,3642269638,0.0006049406139872396
rig,3634950989,0.0006037250675121993
tai,3620327604,0.0006012962853571995
rst,3617812064,0.0006008784820468041
cor,3606834198,0.0005990551801888021
pag,3596757993,0.0005973816342284025
rre,3580338959,0.0005946546146784464
dre,3555169302,0.0005904742136448235
ela,3551217529,0.0005898178679531106
ata,3550559961,0.0005897086531971496
emo,3544846731,0.0005887597490226777
alt,3539831680,0.0005879268046411125
win,3539171386,0.0005878171371267681
uld,3539126453,0.0005878096742535296
hed,3534362556,0.000587018443767438
ita,3534151893,0.0005869834549782404
she,3531819207,0.0005865960216903924
emb,3528304914,0.0005860123365774147
ete,3521613420,0.0005849009535961496
ris,3517748155,0.0005842589759243353
how,3513367424,0.0005835313850636245
elo,3511924793,0.000583291780045426
get,3509418020,0.0005828754328365524
ich,3494626452,0.0005804187173494838
now,3483675582,0.0005785998992278436
don,3482358892,0.0005783812116137469
lly,3474375310,0.0005770552271378833
whi,3468916024,0.0005761485002469589
eta,3450393964,0.0005730721913894793
oni,3440408731,0.0005714137548698968
lli,3433459819,0.0005702596176121919
ech,3427608713,0.0005692878137624121
sou,3425988939,0.0005690187872554622
epa,3425615278,0.0005689567263052227
ace,3411008620,0.0005665307223195118
nsi,3409930873,0.0005663517204891419
ede,3406717306,0.0005658179826313548
cto,3381558674,0.0005616394127280249
tit,3378559366,0.0005611412609151752
med,3370532871,0.0005598081490656825
ovi,3357792344,0.0005576920887538674
equ,3333963572,0.0005537343938556507
odu,3331875092,0.0005533875204774914
col,3321620767,0.0005516843907594701
isc,3320483677,0.00055149553271459
hic,3319801728,0.0005513822685447812
rod,3319202401,0.0005512827269733455
esp,3316050299,0.0005507591977707471
pec,3313776290,0.0005503815100821915
whe,3302134654,0.0005484479633847748
ign,3300902279,0.0005482432795575851
met,3296614862,0.0005475311871179317
tom,3295339679,0.000547319393356449
ron,3283081956,0.0005452835214373735
edb,3281005952,0.0005449387201845235
ath,3274988709,0.000543939322820596
sha,3271057869,0.0005432864538681503
oin,3269855213,0.0005430867060374393
llo,3259706028,0.0005414010389079893
uti,3258318569,0.0005411705973474344
tec,3257643083,0.0005410584066102862
eti,3252813562,0.0005402562767052064
ual,3245816247,0.0005390941002457265
set,3235501309,0.0005373809033802723
sor,3232425590,0.0005368700605473036
olo,3221766094,0.0005350996364173165
tto,3216391681,0.0005342070059909139
ext,3209819386,0.0005331154206422826
isa,3207278907,0.0005326934752404245
tro,3186051908,0.0005291679059980502
ise,3182615540,0.0005285971633638097
ong,3166456881,0.0005259133892152165
eci,3157284306,0.0005243899261814937
ler,3153816708,0.0005238139965904234
reg,3149981454,0.0005231770034130509
ero,3149473074,0.0005230925671302095
ded,3145256920,0.0005223923106849384
sts,3145085057,0.0005223637661456608
ode,3133594128,0.0005204552502104262
erc,3133142364,0.0005203802172176226
ink,3131387605,0.0005200887711984194
eac,3127084840,0.0005193741296260914
eca,3126021148,0.0005191974621754282
sur,3123102823,0.0005187127607412193
ssa,3093626306,0.0005138170380011597
ffe,3089827877,0.0005131861610480989
rde,3086431772,0.0005126221056518616
rse,3084164610,0.0005122455551741102
pin,3080927462,0.0005117079007736076
ett,3078289769,0.0005112698092039219
yst,3078042748,0.0005112287817539362
yth,3076789315,0.0005110206004263648
ues,3075905464,0.0005108738025723468
oto,3072948510,0.0005103826852894226
ala,3070080837,0.0005099063965909595
pan,3068420067,0.0005096305611028315
pen,3065414106,0.0005091313043004273
add,3065287079,0.0005091102065237632
ics,3064626429,0.0005090004798817648
rem,3057014223,0.0005077361768429688
cho,3049730032,0.0005065263534597775
urs,3047373266,0.0005061349207508452
web,3040843760,0.0005050504421808175
rsi,3036421017,0.0005043158735925905
exp,3033701701,0.0005038642253473583
ves,3030671277,0.0005033609055118153
que,3027660973,0.0005028609273852512
owe,3025746994,0.0005025430366889285
ned,3025215665,0.0005024547888315663
sso,3014881275,0.0005007383612045287
fil,3001922907,0.0004985861199172808
see,2995004758,0.0004974370920528822
ifi,2967126129,0.0004928067607977687
thr,2965871490,0.0004925983791669652
sig,2964337435,0.0004923435896357597
mil,2954414336,0.0004906954728848504
ria,2941917289,0.0004886198519021713
oma,2938382344,0.00048803273672091166
bli,2937547222,0.00048789403221365514
rce,2935641407,0.0004875774974672383
esc,2931939747,0.00048696269277243774
nse,2930909804,0.0004867916306565824
ark,2917388737,0.0004845459313026944
pho,2907267185,0.0004828648537082453
sis,2905162336,0.0004825152616206289
tie,2897172759,0.00048118828144171706
sar,2894275030,0.0004807070007748109
rov,2883586735,0.00047893179345014753
qui,2880893118,0.0004784844135239537
sfo,2880674371,0.0004784480820719636
dan,2878670600,0.000478115277919744
rso,2877397142,0.0004779037706616405
gth,2874632413,0.00047744457982049055
ars,2874116607,0.00047735891016136294
ram,2871729882,0.00047696250159461235
boo,2868151027,0.0004763680934490748
tac,2865414065,0.00047591351439884037
sch,2864870398,0.00047582321733643916
ger,2864653799,0.0004757872426434395
ane,2858293298,0.0004747308339305691
lla,2857028153,0.00047452070736961983
ann,2855319790,0.00047423696721173833
ara,2850642385,0.0004734601020881225
dia,2850325388,0.00047340745240018856
sal,2849727202,0.00047330810033620536
mme,2848516912,0.0004731070845827136
rof,2844885301,0.0004725039142503521
ute,2841948161,0.00047201608785319874
sup,2834438184,0.0004707687639181414
ece,2834342532,0.00047075287718119986
esu,2832250324,0.00047040538462356376
ood,2825090095,0.0004692161499545106
nic,2824317098,0.000469087763721127
rts,2823682388,0.0004689823454255956
ctu,2819796961,0.0004683370190690677
rad,2806077946,0.00046605844274654227
nco,2804838168,0.00046585252936311145
epo,2803707734,0.00046566477680605266
riv,2798654840,0.0004648255471216598
lth,2794121849,0.0004640726675626812
asi,2793050313,0.00046389469731056515
hef,2790863144,0.00046353143278342806
mpa,2787880545,0.0004630360561502669
ugh,2771013461,0.0004602346204617391
ays,2763240055,0.0004589435438897711
atu,2757103618,0.0004579243497236543
uth,2750112907,0.000456763270115372
urc,2744782332,0.00045587792069484544
ref,2744693066,0.000455863094601718
nis,2744368702,0.0004558092213367438
led,2737796268,0.0004547176129017533
nor,2737539107,0.0004546749013101648
rop,2730453620,0.00045349808045883094
onc,2723477460,0.00045233941761035754
ici,2720272111,0.00045180704467127767
stu,2717806617,0.0004513975534467453
edo,2716007448,0.0004510987314188065
cur,2714344324,0.0004508225049573715
nne,2706375581,0.0004494989850749244
lac,2705391100,0.0004493354736933437
cle,2702766781,0.0004488996033968134
ura,2702654439,0.00044888094463587286
yin,2694194100,0.0004474757761069414
het,2690955258,0.00044693784035181603
nof,2684926065,0.00044593645822534875
tea,2681739249,0.0004454071634121391
sub,2672760138,0.0004439158326043568
ima,2670133745,0.00044347961783941585
cli,2661656554,0.00044207165038008105
oug,2658676078,0.00044157662635368734
ket,2658551461,0.0004415559288513095
pol,2656821116,0.0004412685377268884
del,2651573236,0.0004403969230292257
mem,2646228128,0.0004395091598384907
spa,2643609577,0.0004390742475428248
scr,2642103472,0.00043882410019680635
ngi,2640774015,0.000438603292125526
ena,2638988563,0.00043830674833924063
ool,2638306412,0.0004381934506194709
itt,2634396174,0.00043754400343086155
vis,2633757588,0.0004374379413746938
hey,2618640186,0.0004349271084719454
old,2616193455,0.00043452073357373375
cts,2615461694,0.00043439919618286805
oca,2614610914,0.0004342578910553732
tle,2608809399,0.000433294323721
tos,2603892025,0.00043247760240643025
two,2603266883,0.00043237377324964194
sre,2598238434,0.0004315386036087875
dow,2586649302,0.0004296137772437881
efi,2572859920,0.0004273235137425485
bil,2569752567,0.00042680741685282805
som,2568215502,0.000426552127393987
err,2567220613,0.0004263868873589742
urn,2565465135,0.0004260953219218408
egi,2563665058,0.00042579634908516685
nam,2561412416,0.00042542221021846786
imp,2560068245,0.00042519895831488546
bus,2559851005,0.00042516287715889097
rna,2557424272,0.0004247598237068107
mus,2553624787,0.0004241287713638553
dby,2549554102,0.00042345267570702717
ffi,2549119440,0.00042338048316685565
ude,2545922413,0.00042284949241973025
rge,2540289659,0.0004219139544168189
ved,2540232642,0.00042190448452512615
gan,2539373788,0.00042176183839572794
bac,2535948023,0.0004211928568022581
loc,2532662503,0.00042064716834873693
ula,2531869024,0.00042051538028218687
uri,2521249954,0.00041875167046269613
ogr,2519547964,0.0004184689887894729
mal,2512528924,0.00041730320404830456
ubl,2507261447,0.00041642833450616565
ivi,2504559243,0.0004159795283744547
ato,2501556712,0.0004154808412570306
fac,2495666075,0.0004145024717463338
tch,2491241070,0.00041376752746498
ict,2486910486,0.00041304826546511284
hil,2485576992,0.0004128267868928808
cas,2483678467,0.0004125114629346577
may,2481282082,0.00041211344994898376
cri,2476766516,0.000411363464489357
tab,2462791390,0.0004090423509686043
rne,2460941899,0.0004087351710142618
eno,2460507422,0.0004086630092005396
gro,2453914278,0.0004075679610641099
pli,2443380718,0.00040581845350778017
rve,2441102426,0.00040544005446039964
eds,2437126246,0.0004047796550365271
adi,2432248392,0.0004039694975558963
toc,2428698665,0.00040337992724828823
erf,2427949666,0.00040325552681669784
ofa,2427514665,0.0004031832779723839
tru,2426401618,0.00040299841320329824
uar,2423321227,0.0004024867944029164
dev,2418869993,0.00040174749377539903
edu,2418403908,0.00040167008222323703
clu,2418162788,0.00040163003486394137
fir,2414069399,0.0004009501683243767
hee,2413916168,0.00040092471835377185
len,2405698157,0.0003995597978195459
mit,2397207862,0.00039814965393106293
pic,2396292650,0.00039799764736256723
nli,2386210952,0.00039632318907575496
hoo,2386149750,0.000396313024101951
lon,2382013488,0.0003956260368323138
ila,2381877888,0.00039560351517537747
who,2375908855,0.00039461212495806426
els,2375135086,0.0003944836105040379
yea,2374766656,0.0003944224183649151
wha,2358999622,0.00039180368878783875
ami,2357250348,0.0003915131537663369
sic,2354859454,0.0003911160527748978
bas,2353566071,0.00039090123619515374
air,2353078043,0.0003908201801539198
val,2351197419,0.0003905078293533723
ppl,2346279689,0.00038969104891114863
hor,2343054940,0.00038915545384710884
sma,2340409054,0.00038871600151093883
sid,2336472444,0.000388062174225451
dec,2334541488,0.00038774146383761056
onf,2331173503,0.000387182078861676
mis,2325426499,0.0003862275652001734
ewi,2320952551,0.00038548449202903027
aut,2319953969,0.0003853186386276527
lso,2319941926,0.0003853166384188438
eet,2319005844,0.00038516116557468246
dea,2315117573,0.000384515366861279
pti,2305476645,0.0003829141155857339
tob,2303625826,0.0003826067150653117
eng,2300400893,0.0003820710894409115
swi,2299778155,0.0003819676595618759
ems,2293945767,0.0003809989645644157
rta,2293853748,0.00038098368122850405
hol,2292117571,0.00038069532147352793
ock,2282509702,0.00037909956093143903
nso,2279551168,0.00037860818122802836
obe,2278142185,0.0003783741647696572
iat,2276562156,0.0003781117394666523
hew,2274223832,0.0003777233697694989
rei,2272742280,0.00037747730040462173
pon,2268481244,0.00037676958955664693
bea,2260186336,0.0003753918972830889
eir,2259366726,0.00037525576914708897
jec,2257937775,0.0003750184362252539
way,2253933775,0.0003743534162077532
sca,2250587013,0.0003737975561368715
heb,2249956571,0.00037369284670883126
too,2248927685,0.00037352196014895956
tme,2245772112,0.0003729978544517356
alo,2244617408,0.00037280607091669867
hth,2243962600,0.0003726973145661443
sno,2243628674,0.0003726418531589605
pub,2239011578,0.0003718750046917472
lay,2238411850,0.0003717753965186563
ama,2235555506,0.0003713009894415165
emi,2233317240,0.00037092923826906614
ewa,2231742893,0.0003706677566832789
upp,2228675342,0.00037015827046457157
lie,2223495911,0.0003692980243870832
rds,2218817768,0.0003685210366898478
hip,2218731194,0.00036850665770808076
tyo,2213664396,0.00036766511872340734
yof,2213118410,0.00036757443650081115
cla,2209074179,0.0003669027345601526
cer,2205345529,0.0003662834471255238
eba,2195407612,0.00036463286926906525
vin,2191678483,0.0003640135022778459
asa,2190567565,0.0003638289911120612
spr,2189660044,0.0003636782619334143
ful,2183792941,0.00036270380115925393
non,2170735057,0.00036053503136749523
arr,2165841835,0.00035972232143241165
rto,2165702367,0.00035969915734355035
ash,2165109545,0.0003596006961805097
mic,2161641806,0.00035902474317090236
arg,2161563857,0.0003590117967060312
det,2159289541,0.00035863405802817854
ota,2157601109,0.0003583536281884711
lab,2149892167,0.0003570732583723493
isp,2149530410,0.0003570131745445593
rap,2142459764,0.0003558388186188198
orl,2142307069,0.00035581345767187367
eni,2141683094,0.0003557098223408497
cce,2139381190,0.00035532750160199736
ssu,2138829718,0.000355235908215611
oad,2137251060,0.0003549737106205092
nee,2134417833,0.000354503143020828
rol,2131950633,0.0003540933684486058
ild,2129875394,0.00035374869425377613
hop,2125233206,0.0003529776782834961
tsa,2120867247,0.0003522525408882445
elp,2119104331,0.00035195974008175797
nsu,2118803288,0.0003519097401763812
ets,2117732589,0.0003517319089406874
amp,2116653418,0.00035155267059970184
rsa,2109485034,0.0003503620814755431
ike,2102504760,0.00034920273533727155
mea,2102266172,0.00034916310851510987
cus,2101131970,0.0003489747301350176
toa,2100776135,0.000348915629885785
lem,2099660603,0.0003487303523857444
eis,2098670949,0.00034856598182620406
rai,2095533682,0.00034804491655266654
lia,2091169676,0.00034732010352906686
iva,2085391940,0.0003463604856230144
cie,2085374517,0.0003463575918558403
cit,2082016909,0.0003457999303845815
swe,2082006811,0.00034579825321871317
row,2080402844,0.00034553185207925
orn,2079033224,0.0003453043733788581
tco,2075797287,0.0003447669201120321
ngo,2075475757,0.00034471351754304435
ngl,2073134206,0.0003443246118769608
wel,2071859966,0.0003441129747373254
ewe,2071705135,0.0003440872590244559
bra,2071551532,0.0003440617472687745
esh,2064134048,0.0003428297853957748
ega,2058408800,0.0003418788851647169
jan,2049586828,0.000340413653403021
hon,2047754348,0.0003401092987872194
adv,2045472239,0.00033973026577844857
sex,2044500144,0.0003395688115741748
ofi,2043303275,0.00033937002490001746
roc,2042548354,0.0003392446408898697
ano,2038257744,0.0003385320181283091
irs,2036642716,0.00033826377987935207
try,2033315938,0.00033771123892935686
dic,2030108122,0.00033717845624892253
nci,2025100845,0.0003363468030425862
ncl,2023857607,0.0003361403149915079
uch,2021980476,0.0003358285443395421
ced,2021752062,0.0003357906073060063
utt,2017295393,0.0003350504039852334
tee,2013846536,0.0003344775870665278
lor,2011560693,0.0003340979338817466
